İl	İlçe	Köy	Merkeze uzaklık (km)	Birincil Öncelik	İkincil	Üçüncül	Telefon	Çocuk	Kadın	Yetişkin	Yaşlı	Hane	Yıkılan	Bilgi Alınan Vakit	Ek
Hatay	Arsuz	Hatay Arsuz İlçesi Beyköyü	28.65	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	Hijyen ve sağlık( Ped, bebek be	05322371959	380	400	700	70	2000	3	11/02/23 15:41	kıyafet yardımı gitmiş, çadır ve gıda yardımı gerekiyor.
Gaziantep	Nurdağı	Atmalı	45.18	Barınma (Çadır, konteyner gibi)			05308276802					100	0	11/02/23 15:46	ÇADIR!!!
Hatay	Arsuz	Hatay Arsuz İlçesi Avcılarsuyu	31.75	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be	05359299223	400	800	1520	80		2	11/02/23 15:38	Gıda ihtiyaçları var hiç yardım ulaşmamış.
Hatay	Erzin	Gökdere	88.18	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)					2.2			0	11/02/23 15:37	Köy 2.200 nüfus. 400 kişi dışarıdan barınmaya gelmiş. Osmaniye ve İskenderun'dan 40-50 aile gelmiş. 3-4 gündür yardım geleceği söylenmiş ama gelmemiş.
Malatya	Doğanşehir	Gürobası	42.40	Diğer	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	05353688160	60	100	200	50		15	12/02/23 13:52	GUNCEL EKSİK: Çadır, odun, köür, tüp //// yakıt sıkıntısı var araç sıkıntısı yok. acil çadır gerekli, tüp ısınmak için kömür gerekli
Hatay	Erzin	Aşağıburnaz	80.96											13/02/23 14:39	GUNCEL EKSIK: YOK////Çadıra ihtiyaç var ama istemiyorlar şu an. Köye İskenderun ve Kırıkhan'dan çok göç gelmiş ama halletmişler.  Hiç ihtiyaç yok.
Malatya	Doğanşehir	Günedoğru	53.43	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Tıbbi yardım malzemeleri	05396294530	150	250	500	100		200	11/02/23 15:31	araç sıkıntısı yok ama mazot sıkıntısı var. yollarda buzlanma var
Malatya	Doğanşehir	Gövdeli	71.23	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05367664476	250	500	1000	150		60	11/02/23 15:12	telef olan hayvanlar var sayısı bilinmiyor. hasarlı yollar var
Osmani̇ye	Kadi̇rli̇	Hardallik	41.07	Gıda (ekmek,su,paketli gıda)	Tıbbi yardım malzemeleri			50	150	80	80	180	0	11/02/23 15:07	
Hatay	Arsuz	Yukarikepi̇rce	31.76	Gıda (ekmek,su,paketli gıda)			05359561564			1500			8	11/02/23 15:22	20-25 ISITICI ÇADIR İHTİYAÇ
Hatay	Arsuz	Tatarli	34.01	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)		05333647954							11/02/23 15:17	"kurubakliyat ihtiyaç 
10-15 çadır ihtiyaç"
Osmaniye	Kadirli	Azaplı	39.86					10		200	30	110	0	13/02/23 15:22	GÜNCEL: ihtiyaç yok. sağlık taraması yapılmadı ama ihtiyaç yok ŞU AN KÖYDE İHTİYAÇ BULUNMAMAKTA HASAR VB BULUNMAMAKTANÜFUS TAM OLARAK BİLİNMEMEKLE BERABER ÇOCUK VE GENÇ NÜFUS SAYISI AZ
Kahramanmaraş	12 Şubat	Köseli	21.27	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Gıda (ekmek,su,paketli gıda)	05326768418	1500		4500		700	15	11/02/23 14:06	Mevcutta yalnızca 11 adet mevcut. ACİL ÇADIR !!!
Hatay	İskenderun	Bi̇ti̇şi̇k	47.96	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be							0	11/02/23 13:52	NÜFUS 10000'E ULAŞTI. 
Hatay	Arsuz	Pi̇ri̇nçli̇k	35.44	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05324039467						0	11/02/23 13:49	YENİ GELENLERLER NÜFUS 3680 KİŞİ.
Hatay	Arsuz	Kurtbaği	25.79	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	Kıyafet(Ayakkabı, çorap, iç çam	05358270260						2	11/02/23 13:44	15 ADET ACİL ÇADIR, ACİL İÇME SUYU, NÜFUS 1100 NÜFUS ŞU ANKİ GÖÇLE 1500'Ü BULMUŞ. ASTIM HASTASINA İLAÇ.
Hatay	İskenderun	Bekbele	46.51	Gıda (ekmek,su,paketli gıda)	Gıda (ekmek,su,paketli gıda)		05392726592							11/02/23 13:41	8700 NÜFUSLU İLÇEDEN GELENLERLE NÜFUS 10000'İ BULMUŞ, HASARLI BİNA VAR SAYI NET DEĞİL, 2 YARALI
Hatay	İskenderun	Azganlik	54.43	Gıda (ekmek,su,paketli gıda)	Gıda (ekmek,su,paketli gıda)		05374312228						1	11/02/23 13:38	
Hatay	İskenderun	Aşkarbeyli̇	40.89	Gıda (ekmek,su,paketli gıda)			05387803797							11/02/23 13:36	1000 NÜFUSLU.  AFAD ÇADIR VERMEYECEĞİNİ SÖYLEMİŞ. TOPLU OLAN YERLERE GİTMELERİNİ İSTEMİŞ.
Hatay	İskenderun	Akarca	50.34				05383074818							11/02/23 13:33	15 ÇADIR LAZIM. MUHTARINA ULAŞILAMADI.
Hatay	Hassa	Eğribucak	65.76	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)		200	500	550	250	250	104	12/02/23 11:15	GÜNCEL EKSİK: gıda ve çadır ////Köyün muhtarının da cenazesi olduğu için çok konuşamadı. Köyde çok fazla yıkılan bina var. Yardım gitmesi gerekiyor.
Hatay	Altınözü	Mayadalı	18.25	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Kıyafet(Ayakkabı, çorap, iç çam		2000		2000	1500	700	100	11/02/23 13:04	Köyde Suriyeli nüfusu da epey fazla. Köy yolları kapalıymış açılmış. Hastaneler hasar gördüğü için erişim sıkıntısı var. Yıkılmayan binaların çoğu hasarlı net bir sayı yok
Hatay	Altınözü	Kozkalesi	11.29	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)		600		1000	200	400	12	11/02/23 12:42	Köyün nüfusu 1100'den 1800'e çıktı. Kıyafet bebek bezi çocuk kıyafeti yatalak bireyler için bez ihtiyaçları karşılanmış. Köydeki bronşit ve astım hastası çocukların ilacı yok. Hastaneye erişebiliyorlar araçları var ve yol açık fakat hastaneler dolu, geri gönderilmişler.
Hatay	Arsuz	Konacik	33.97	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05324974228			3000			15	11/02/23 12:51	"kuru bakliyat ihtiyaç 
10-15 ÇADIR İHTİYAÇ 
"
Hatay	Altınözü	Kıyıgören	18.64	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be						550	0	11/02/23 12:28	Telef olan hayvanlar var ama tespiti yapılamamış. Köyde yıkılan bina yok AFAD'ın çağrısına da gerek yok diye cevap vermişler. Civardaki bir hastane yıkılmış erişim sıkıntısı var. Hasta pedi, çocuk bezi gibi ihtiyaçlar var. Hâlâ arabada yatanlar var çadır, sünger yatak gibi ihtiyaçlar var. Köy nüfusu ilçeden gelenlerle 5000'nin üzerine çıktı ayrıntılı bilgi alınamadı. Su ihtiyacı için yardım yapılmış
Hatay	Arsuz	Karagöz	26.21				05368417110			130			1	11/02/23 12:36	10 ÇADIR İHTİYAÇ VAR (DIŞARIDA KALIYORLAR)
Hatay	Arsuz	Kale	35.00	Barınma (Çadır, konteyner gibi)			05345925625			300				11/02/23 12:16	"8-10 ÇADIR LAZIM 
EPİLEPSİ İLAÇ SIKINTISI VAR
"
Hatay	Arsuz	Işikli	34.10	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05345925625	280	450	800	50			11/02/23 12:14	8 ÇADIR İHTİYAÇ
Hatay	Defne	Döver	9.89	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)		500		2000		600	30	13/02/23 10:57	GÜNCEL EKSİK: bakliyat ve çadır    //////   YOLLARA KAYALAR DÜŞMÜŞ BÜYÜK ARAÇ GİREMİYOR. HİÇ ÇADIR GİTMEMİŞ.
Hatay	Defne	Değirmenyolu	8.28	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be		400		400	200	80	0	13/02/23 10:53	GÜNCEL EKSİK: kuru gıda,konserve yiyecek, temizlik ürünleri(deterjan gibi)   ///// Yakıt yeni geldi. Yakınlarda hastane kalmamış. ÇADIR HİÇ GİTMEMİŞ!!! Belediye hizmetlerine de ihtiyaç var.
Kahramanmaraş	On İki̇ Şubat	Çukurhi̇sar	24.04	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Diğer	05324789168	80		184	486		8	11/02/23 11:28	MAZOT çok acil gerekli. yol yıkıldığı için hastaneye erişim yok. 50 acil çadır ve kuru gıda gerekli.
Kahramanmaraş	Oni̇ki̇şubat	Çevrepinar	20.87				05435068182	350		400				11/02/23 11:31	"2 DİYALİZ HASTASI VAR AMBULANS GİTMEMİŞ 
YOLLAR YIKILMIŞ 
MAZOT İHTİYACI VAR"
Kahramanmaraş	Oni̇ki̇şubat	Çakirlar	34.08	Gıda (ekmek,su,paketli gıda)			05353299120							11/02/23 11:30	"200 ÇADIR GEREKLİ 
muhtar hasta kendi konuşamıyor."
Kahramanmaraş	Oni̇ki̇şubat	Çokran	24.09	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05386774337	100		350			4	11/02/23 11:27	"ENGELLİ 15 YAŞINDA BİR KIZ İÇİN HASTA BEZİ 
MAZOT SIKINTISI VAR
50 ÇADIR İSTENİYOR."
Kahramanmaraş	On İki̇ Şubat	Dadağli	34.39	Barınma (Çadır, konteyner gibi)	Diğer	Diğer	05327691035	1000		1600			20	11/02/23 11:22	şehir merkezine yakın olduğu için nüfus 15000i geçmiş. 400 çadıra ihtiyaç var. diğer yardımlar gitmiş. defin için kefen ihtiyacı var. Hümeyra Hatice Yıldırım kayıp. 20 yaşında.
Kahramanmaraş	Oni̇ki̇şubat	Cüceli̇	24.71	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)			500		2500				11/02/23 11:25	"ACİL AMBULANS İSTENİYOR DİYALİZ, KANSER VE ASTIM HASTALARI VAR
 3 Ü ENGELLİ YATALAK ÇOCUK İÇİN YATAK VE HASTA BEZİ LAZIM
200 ÇADIR İHTİYACI VAR"
Kahramanmaraş	Oni̇ki̇şubat	Çukurhi̇sar	24.04	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)		05324789168	80		500	184		8	11/02/23 11:22	"YOL KAPALI OLDUĞU İÇİN HASTANEYE ERİŞİM YOK 
MAZOT ÇOK ACİL"
Kahramanmaraş	On İki̇ Şubat	Demrek	25.06	Barınma (Çadır, konteyner gibi)	Tıbbi yardım malzemeleri		05327279583	200		500			33	11/02/23 11:18	50 çadır gerekli. Ambulans gitmemiş. Gıda yardımı gitmiş. 1 hasta için hasta bezine ihtiyaç var.
Kahramanmaraş	Oni̇ki̇şubat	Dadağli	34.39	Barınma (Çadır, konteyner gibi)			05327691035	1000		1600			20	11/02/23 11:17	"Normalde nüfus 2500 fakat şuan şehir merkezine yakın olduğundan 15000 i geçmiş.
400 ÇADIRA İHTİYAÇ VAR 
cenaze defni için KEFEN ihtiyaçları var.
HÜMEYRA HATİCE YILDIRIM KAYIP (20 YAŞ)
200 den fazla şeker hastası var"
Kahramanmaraş	On İki̇ Şubat	Beşen	8.37	Barınma (Çadır, konteyner gibi)			05377829172	1000	150				20	11/02/23 11:09	depremden dolayı yaralılar var köy dağlık ambulans gelmemiş. ayağı kırık olan var. ahırlar yıkık hayvanlar dışarıda. çadır gerekli. 100 den fazla tansiyon şeker hastası var. acil ilaç gerekli.
Kahramanmaraş	Oni̇ki̇şubar	Döngel	18.69	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05057416406			3000				11/02/23 11:15	Hastalar için ambulans isteniyor
Kahramanmaraş	Oni̇ki̇şubar	Demrek	25.06	Barınma (Çadır, konteyner gibi)			05315541743	200		500			33	11/02/23 11:07	"50 ÇADIR İHTİYACI VAR
ambulans gitmemiş"
Kahramanmaraş	On İki̇ Şubat	Büyüksir	37.42	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05386774337	20		500		150	1	11/02/23 11:02	ilaca ihtiyacı olanlar var. (ilaçlar yukarıda). çadır gerekli.
Kahramanmaraş	On İki̇ Şubat	Döngel	18.69	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05057416406			3000				11/02/23 10:57	araç mazot ihtiyacı var. hastalar için ambulans gitmemiş. çadır kuru gıda ihtiyacı
Kahramanmaraş	Pazarcık	Büyüknacar Kocadere	44.89	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Kıyafet(Ayakkabı, çorap, iç çam	05302406101					110	95	12/02/23 17:34	GÜNCEL EKSİK: Çadır, Kuru gıda   //// 90 ÇADIR GEREKLİ AFAD 20 TANE KARŞILAMIŞ. ELEKTRİK SU YOK
Kahramanmaraş	Pazarcık	Akdemir	58.50	Barınma (Çadır, konteyner gibi)			05324961029					200	0	12/02/23 17:31	GÜNCEL EKSİK: çadır ve kuru gıda.   ////   25 çadır gerekli. elektrik su yok
Adıyaman	Besni̇	Kaymakam Hasan Tütün	42.49	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	05369284247	600	800	2000	1500		4	10/02/23 10:32	SU YOK GIDA BARINMA YARDIMI GEREKLİ
Adıyaman	Besni̇	Kizili̇n	43.07	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)	Diğer	05354023659	150	100	250	80		2	12/02/23 10:24	GÜNCEL EKSİK: 15-20 çadır ve kuru gıda.    /////  İLAÇ İHTİYACI VAR. (KALP RAHATSIZLIĞI). GIDA ACİL.
Adıyaman	Besni	Hacıhalil	41.45	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	05355927829	100	80	650	20		0	12/02/23 10:22	GÜNCEL EKSİK: çadır (AFAD getirecek dendi)    ////  GIDA ACİL
Adıyaman	Besni	Çorak	69.53	Barınma (Çadır, konteyner gibi)			05372434205	200	200	300	150		2	12/02/23 10:19	GÜNCEL: ihtiyaç yok   /////   ÇADIR ACİL
Kahramanmaraş	Oni̇ki̇şubat	Çakirlar	34.08	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)	05353299120							11/02/23 10:15	MUHTAR HASTA KENDİSİ KONUŞAMIYOR. ACİL 200 ÇADIR, GIDA VE ODUN GEREKLİ.
Adıyaman	Besni̇	Dumlupinar	41.42	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Gıda (ekmek,su,paketli gıda)	05335676764	300	350	900	100		25	10/02/23 10:14	SU YOK ACİL 
Hatay	Arsuz	Hüyük	29.08	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	05322371959						1	11/02/23 03:22	NÜFUS 3200, 50 AİLE GÖÇ GELDİ. ÇOK FAZLA KAYIP KİŞİ VAR.
Adıyaman	Besni	Çat	39.51	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)		04163181143	1000	700	1500	20		2	12/02/23 09:46	GÜNCEL EKSİK: çadır, ısıtıcı  ////  SU ACİL. ÇADIR VE ISINMA İHTİYAÇLARI ACİL. AFAD ENKAZDAKİLERLE İLGİLENİYOR
Adıyaman	Besni	Camuşçu	46.31					200	100	300	50		1	12/02/23 09:44	GÜNCEL: ihtiyaç yok  ///  SU YOK ACİL GEREKLİ
Adıyaman	Besni̇	Ali̇şar	32.27	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	05354023659	1000	100	2000	500		2	10/02/23 09:39	gıda ve çadır acil. su yok acil. gelen yardımları dağıtmaya araç ihtiyacı var
Hatay	Arsuz	Harlisu	34.08	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)		05374719452			400			0	09/02/23 19:56	gelenlerle nüfus 700 olmuş. çadır ve gıda gerekli. edit: afaddan yardım gelmiş hiçbir ihtiyaç yok.
Adıyaman	Besni̇	Akyazi	35.41	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)		300	70	150	30		25	10/02/23 09:15	çok acil gıda yardımı gerekli.
Adıyaman	Besni̇	Aşağisarhan	41.16	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	05354023659	150	200	500	150		0	10/02/23 09:11	ÇOK ACİL GIDA GEREKLİ. SU YOK
Adıyaman	Besni	15 Temmuz Şehitler Mahallesi	41.18	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	05306634720	3000	4000	7000	1500		2	12/02/23 08:29	GÜNCEL EKSİKLER: KURU BAKLİYAT(ÇAY, ŞEKER, BULGUR, YAĞ, MERCİMEK), İLAÇ(TANSİYON, ŞEKER, AĞRI KESİCİ), KADIN İÇ ÇAMAŞIRI, PED    ///// çok acil gıda ve barınma yardımı
Malatya	Yeşi̇lyurt	Yalinkaya	29.31	Barınma (Çadır, konteyner gibi)	Diğer	Gıda (ekmek,su,paketli gıda)		50		100		45		10/02/23 15:51	50 çadır. hayvanlar için barınak yem gerekli.
Malatya	Yeşi̇lyurt	Üçgöze	14.26							150			35	12/02/23 15:55	GUNCEL EKSIK: Çadır
Malatya	Yeşi̇lyurt	Tohma	24.87	Barınma (Çadır, konteyner gibi)			05346716193			3500			0	10/02/23 15:39	250 ÇADIR GEREKLİ.
Malatya	Yeşi̇lyurt	Seyi̇tuşaği	15.40	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)	05356104827	30		50	25		30	12/02/23 15:40	GUNCEL EKSIK: Gıda, Temizlik Malzemesi, İç ve Dış Giyim////ara yollar kardan dolayı kapalı. 40 çadır gerekli. temel gıda ve soba ihtiyacı. yetişkin bez ihtiyacı var.
Malatya	Yeşi̇lyurt	Samanköy	8.75	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05375756519			3000		300	0	12/02/23 15:39	GUNCEL EKSIK: Çadır (Göçden dolayı nüfus arttı)////100 ÇADIR VE GIDA GEREKLİ.
Malatya	Yeşi̇lyurt	Oluklu	26.82	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)			40		320		240	140	12/02/23 15:30	GUNCEL EKSIK: Çadır, (Acil Durumu olan iki hasta)////hayvanlar için barınak. 30 çadır, 2 konteyner, kömür gerekli
Malatya	Yeşi̇lyurt	Kuşdoğan	16.14	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Gıda (ekmek,su,paketli gıda)		30		300	200	230		10/02/23 14:52	50 çadır, ısıtıcı, battaniye, gıda gerekli. kerpiç evlerin tamamı yıkılmış
Malatya	Yeşi̇lyurt	Konak	6.06	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Gıda (ekmek,su,paketli gıda)	05376115045							12/02/23 15:11	GUNCEL EKSIK: Çadır, Isınma Malzemesi, Gıda Malzemesi (Acil)
Malatya	Yeşi̇lyurt	Kirlangiç	25.18	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Kıyafet(Ayakkabı, çorap, iç çam				350		120	0	10/02/23 14:01	kardan dolayı yollar kapalı. 120 çadır, kömür-battaniye, kıyafet, gıda gerekli.
Malatya	Yeşi̇lyurt	Kadi̇ruşaği	14.04	Diğer	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)						52	52	12/02/23 14:50	GUNCEL EKSIK: Çadır////hayvan yemi, 20 çadır, 35 ısıtıcı gerekli
Malatya	Yeşi̇lyurt	İki̇zce	12.08	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)	05336663962	100		500	100	400	5000	12/02/23 14:48	GUNCEL EKSIK: Çadır, Isınma Malzemesi, Gıda Malzemesi////kardan dolayı yol kapanma var. 200 çadır, 100 ısıtıcı, gıda malzemeleri gerekli
Malatya	Yeşi̇lyurt	Horata	6.59	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Isınma (El sobası, battaniye)	05464275292					2000	0	12/02/23 13:51	GUNCEL EKSIK: Gıda (Acil), ısınma Malzemeleri////kurtarma çalışmaları devam ediyor. 100 çadır, 150 battaniye, soba, ısıtıcı gerekli.
Malatya	Yeşi̇lyurt	Gözene	29.81	Barınma (Çadır, konteyner gibi)			05358785444	50		1210			350	12/02/23 13:22	GUNCEL EKSIK: ÇADIR //// 200 adet çadır gerekli.
Malatya	Yeşi̇lyurt	Duruldu	14.22	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)		30		400	30	60	4	12/02/23 14:42	GUNCEL EKSIK: Çadır ve Gıda////yetişkin nüfus şu an 800e çıktı. 30 çadır, 30 ısıtıcı ve kahvaltılık gerekli.
Malatya	Yeşi̇lyurt	Duranlar	19.94	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	05369729101	160				64	4	12/02/23 14:40	GUNCEL EKSIK: Isınma Malzemesi ve Çadır////gelenlerle birlikte nüfus 2000 üstü. 40-50 çadır gerekli. duranlar havaalanı yolunda kayalar devrilmiş.
Malatya	Yeşi̇lyurt	Di̇lek	11.94				05321588144					3000	10	12/02/23 14:38	GUNCEL EKSİK: Isınma Malzemesi ve Çadır
Malatya	Yeşi̇lyurt	Çayirköy	18.65	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)	Barınma (Çadır, konteyner gibi)	04223150022	100		150	100	200	6	12/02/23 14:35	GUNCEL EKSİK: Gıda(Acil), Isınma Malzemesi////itfaiyeye ulaşamamışlar. bina çökünce elektrikten dolayı yangın çıkmış. çay şeker pirinç ihtiyacı var. 10 adet çadır gerekli.
Malatya	Yeşi̇lyurt	Cafana	24.42	Isınma (El sobası, battaniye)	Gıda (ekmek,su,paketli gıda)		05365199775	300		1300	20	450	1	12/02/23 14:32	GUNCEL EKSİK: Yem, Isınma Malzemesi, Çadır////çadır, battaniye ve yatak gerekli
Malatya	Yeşi̇lyurt	Bi̇ndal	15.37	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Diğer	05309219495					1000	5	12/02/23 14:27	GUNCEL EKSİK: Çadır, Yem(Acil), Ağrı Kesici ve Ateş Düşürücü İlaç////nüfusu normalde 2000 şimdi 6000 olmuş. çadır ihtiyacı çok fazla. kömür gerekiyor.
Malatya	Yeşi̇lyurt	Banazi	6.40	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Gıda (ekmek,su,paketli gıda)	05376115045					1400	0	12/02/23 16:25	GUNCEL EKSIK: çadır ////hasarlı bina sayısı tam olarak bilinmiyor
Kahramanmaraş	Pazarcık	Yukarımülk	67.23	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)			200		400	100			12/02/23 17:26	GÜNCEL EKSİK: Kömür, çadır  ////  ÇADIR VE YAKACAK İHTİYAÇLARI VAR
Kahramanmaraş	Pazarcik	Yolboyu	50.33	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be			20		35	6		3	11/02/23 00:18	çadırları gelmiş
Kahramanmaraş	Pazarcik	Yi̇ği̇tler	65.65	Barınma (Çadır, konteyner gibi)			05378344838	175		300	50		7	11/02/23 00:14	ÇADIR İHTİYACI VAR 
Kahramanmaraş	Pazarcık	Yarbaşı	48.86	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05443617459			7	20			12/02/23 17:20	GÜNCEL EKSİK: 5 adet çadır, soba için katı yakacak,  kuru gıda, hijyen malzemeleri
Kahramanmaraş	Pazarcık	Turunçlu	64.61	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05336425307	20		20	40		0	12/02/23 17:22	GÜNCEL: ihtiyaç yok   ////   ÇADIRA İHTİYAÇ VAR
Kahramanmaraş	Pazarcık	Ulubahçe	55.90	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)			300		300	400		10	12/02/23 17:16	GÜNCEL EKSİK: çadır, kuru gıda
Kahramanmaraş	Pazarcik	Ti̇lki̇ler	64.61	Barınma (Çadır, konteyner gibi)				150		750				11/02/23 00:04	bir kaç hasarlı bina
Kahramanmaraş	Pazarcık	Sultanlar	60.89	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05304687110	450		200	50			12/02/23 17:09	GÜNCEL EKSİK: Çadır 150 adet    ///// 10-15 KİŞİ HASTANEYE GİTMESİ GEREKLİ FAKAT ACİL DURUMLARI YOKBİNALARIN NERDEYSE TAMAMI HASARLI, OTURULAMAZ DURUMDA.
Kahramanmaraş	Pazarcık	Yukarıhücüklü	68.67	Kıyafet(Ayakkabı, çorap, iç çam	Gıda (ekmek,su,paketli gıda)		05336425307	1000		2000	800		6	12/02/23 17:37	GÜNCEL EKSİK: Çadır, kuru gıda, battaniye, patates (doğrudan muhtara iletilmeli giden yardımlar yolda kesilmiş kendilerine gerekli yardım ulaşamamış)    /////   BİR HASTANIN BÖBREK YETMEZLİĞİ VAR. HASTANEYE GİTMESİ GEREKİYOR.
Kahramanmaraş	Pazarcık	Kizirli	63.22	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	Hijyen ve sağlık( Ped, bebek be				1000		300	5	12/02/23 16:20	GÜNCEL EKSİK: Çadır, kuru gıda (özellikle un), çay,  şeker, yağ
Kahramanmaraş	Pazarcık	Mezere	63.85	Barınma (Çadır, konteyner gibi)			05427461572			750		170	2	12/02/23 16:50	GÜNCEL EKSİK: Çadır, yağ, şeker
Kahramanmaraş	Pazarcik	Narli Cumhuri̇yet	51.05	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Tıbbi yardım malzemeleri	02322395009			1850	310	15		10/02/23 23:22	"BÜTÜN BİNALAR HASARLI 
"
Kahramanmaraş	Pazarcık	Narlı Bahçelievler	51.41	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Tıbbi yardım malzemeleri	05428075340			2543		600	20	12/02/23 16:24	GÜNCEL EKSİK: Çadır /////  çadır gerekli hasarlı binalar tespit edilemedi
Kahramanmaraş	Pazarcık	Kadıncık	53.15	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)		05363691542			300		70	4	12/02/23 15:59	GÜNCEL EKSİK: çadır ve kuru gıda ///// 15-20 çadır ihtiyaç
Kahramanmaraş	Pazarcık	Hürriyet	67.63	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)				780		178	7	12/02/23 16:07	GÜNCEL EKSİK: Gıda (özellikle un), çadır, 70.000  küçükbaş hayvan için yem  //// yıkılan bina yok, binaların %70 i hasarlı
