İl,İlçe,Köy,Merkeze uzaklık (km),Birincil Öncelik,İkincil,Üçüncül,Telefon,Çocuk,Kadın,Yetişkin,Yaşlı,Hane,Yıkılan,Bilgi Alınan Vakit,Ek
Hatay,Defne,Değirmenyolu,8.28,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",,400,,400,200,80,0,1676285580000,"GÜNCEL EKSİK: kuru gıda,konserve yiyecek, temizlik ürünleri(deterjan gibi)   ///// Yakıt yeni geldi. Yakınlarda hastane kalmamış. ÇADIR HİÇ GİTMEMİŞ!!! Belediye hizmetlerine de ihtiyaç var."
Kahramanmaraş,On İki̇ Şubat,Çukurhi̇sar,24.04,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",Diğer,05324789168,80,,184,486,,8,1676114880000,MAZOT çok acil gerekli. yol yıkıldığı için hastaneye erişim yok. 50 acil çadır ve kuru gıda gerekli.
Kahramanmaraş,Oni̇ki̇şubat,Çevrepinar,20.87,,,,05435068182,350,,400,,,,1676115060000,"2 DİYALİZ HASTASI VAR AMBULANS GİTMEMİŞ 
YOLLAR YIKILMIŞ 
MAZOT İHTİYACI VAR"
Kahramanmaraş,Oni̇ki̇şubat,Çakirlar,34.08,"Gıda (ekmek,su,paketli gıda)",,,05353299120,,,,,,,1676115000000,"200 ÇADIR GEREKLİ 
muhtar hasta kendi konuşamıyor."
Kahramanmaraş,Oni̇ki̇şubat,Çokran,24.09,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05386774337,100,,350,,,4,1676114820000,"ENGELLİ 15 YAŞINDA BİR KIZ İÇİN HASTA BEZİ 
MAZOT SIKINTISI VAR
50 ÇADIR İSTENİYOR."
Kahramanmaraş,On İki̇ Şubat,Dadağli,34.39,"Barınma (Çadır, konteyner gibi)",Diğer,Diğer,05327691035,1000,,1600,,,20,1676114520000,şehir merkezine yakın olduğu için nüfus 15000i geçmiş. 400 çadıra ihtiyaç var. diğer yardımlar gitmiş. defin için kefen ihtiyacı var. Hümeyra Hatice Yıldırım kayıp. 20 yaşında.
Kahramanmaraş,Oni̇ki̇şubat,Cüceli̇,24.71,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,500,,2500,,,,1676114700000,"ACİL AMBULANS İSTENİYOR DİYALİZ, KANSER VE ASTIM HASTALARI VAR
 3 Ü ENGELLİ YATALAK ÇOCUK İÇİN YATAK VE HASTA BEZİ LAZIM
200 ÇADIR İHTİYACI VAR"
Kahramanmaraş,Oni̇ki̇şubat,Çukurhi̇sar,24.04,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,05324789168,80,,500,184,,8,1676114520000,"YOL KAPALI OLDUĞU İÇİN HASTANEYE ERİŞİM YOK 
MAZOT ÇOK ACİL"
Kahramanmaraş,On İki̇ Şubat,Demrek,25.06,"Barınma (Çadır, konteyner gibi)",Tıbbi yardım malzemeleri,,05327279583,200,,500,,,33,1676114280000,50 çadır gerekli. Ambulans gitmemiş. Gıda yardımı gitmiş. 1 hasta için hasta bezine ihtiyaç var.
Kahramanmaraş,Oni̇ki̇şubat,Dadağli,34.39,"Barınma (Çadır, konteyner gibi)",,,05327691035,1000,,1600,,,20,1676114220000,"Normalde nüfus 2500 fakat şuan şehir merkezine yakın olduğundan 15000 i geçmiş.
400 ÇADIRA İHTİYAÇ VAR 
cenaze defni için KEFEN ihtiyaçları var.
HÜMEYRA HATİCE YILDIRIM KAYIP (20 YAŞ)
200 den fazla şeker hastası var"
Kahramanmaraş,On İki̇ Şubat,Beşen,8.37,"Barınma (Çadır, konteyner gibi)",,,05377829172,1000,150,,,,20,1676113740000,depremden dolayı yaralılar var köy dağlık ambulans gelmemiş. ayağı kırık olan var. ahırlar yıkık hayvanlar dışarıda. çadır gerekli. 100 den fazla tansiyon şeker hastası var. acil ilaç gerekli.
Kahramanmaraş,Oni̇ki̇şubar,Döngel,18.69,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05057416406,,,3000,,,,1676114100000,Hastalar için ambulans isteniyor
Kahramanmaraş,Oni̇ki̇şubar,Demrek,25.06,"Barınma (Çadır, konteyner gibi)",,,05315541743,200,,500,,,33,1676113620000,"50 ÇADIR İHTİYACI VAR
ambulans gitmemiş"
Kahramanmaraş,On İki̇ Şubat,Büyüksir,37.42,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05386774337,20,,500,,150,1,1676113320000,ilaca ihtiyacı olanlar var. (ilaçlar yukarıda). çadır gerekli.
Kahramanmaraş,On İki̇ Şubat,Döngel,18.69,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05057416406,,,3000,,,,1676113020000,araç mazot ihtiyacı var. hastalar için ambulans gitmemiş. çadır kuru gıda ihtiyacı
Kahramanmaraş,Pazarcık,Büyüknacar Kocadere,44.89,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Kıyafet(Ayakkabı, çorap, iç çam",05302406101,,,,,110,95,1676223240000,"GÜNCEL EKSİK: Çadır, Kuru gıda   //// 90 ÇADIR GEREKLİ AFAD 20 TANE KARŞILAMIŞ. ELEKTRİK SU YOK"
Kahramanmaraş,Pazarcık,Akdemir,58.50,"Barınma (Çadır, konteyner gibi)",,,05324961029,,,,,200,0,1676223060000,GÜNCEL EKSİK: çadır ve kuru gıda.   ////   25 çadır gerekli. elektrik su yok
Adıyaman,Besni̇,Kaymakam Hasan Tütün,42.49,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",05369284247,600,800,2000,1500,,4,1676025120000,SU YOK GIDA BARINMA YARDIMI GEREKLİ
Adıyaman,Besni̇,Kizili̇n,43.07,"Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",Diğer,05354023659,150,100,250,80,,2,1676197440000,GÜNCEL EKSİK: 15-20 çadır ve kuru gıda.    /////  İLAÇ İHTİYACI VAR. (KALP RAHATSIZLIĞI). GIDA ACİL.
Adıyaman,Besni,Hacıhalil,41.45,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",05355927829,100,80,650,20,,0,1676197320000,GÜNCEL EKSİK: çadır (AFAD getirecek dendi)    ////  GIDA ACİL
Adıyaman,Besni,Çorak,69.53,"Barınma (Çadır, konteyner gibi)",,,05372434205,200,200,300,150,,2,1676197140000,GÜNCEL: ihtiyaç yok   /////   ÇADIR ACİL
Kahramanmaraş,Oni̇ki̇şubat,Çakirlar,34.08,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",05353299120,,,,,,,1676110500000,"MUHTAR HASTA KENDİSİ KONUŞAMIYOR. ACİL 200 ÇADIR, GIDA VE ODUN GEREKLİ."
Adıyaman,Besni̇,Dumlupinar,41.42,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Gıda (ekmek,su,paketli gıda)",05335676764,300,350,900,100,,25,1676024040000,SU YOK ACİL 
Hatay,Arsuz,Hüyük,29.08,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",05322371959,,,,,,1,1676085720000,"NÜFUS 3200, 50 AİLE GÖÇ GELDİ. ÇOK FAZLA KAYIP KİŞİ VAR."
Adıyaman,Besni,Çat,39.51,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,04163181143,1000,700,1500,20,,2,1676195160000,"GÜNCEL EKSİK: çadır, ısıtıcı  ////  SU ACİL. ÇADIR VE ISINMA İHTİYAÇLARI ACİL. AFAD ENKAZDAKİLERLE İLGİLENİYOR"
Adıyaman,Besni,Camuşçu,46.31,,,,,200,100,300,50,,1,1676195040000,GÜNCEL: ihtiyaç yok  ///  SU YOK ACİL GEREKLİ
Adıyaman,Besni̇,Ali̇şar,32.27,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",05354023659,1000,100,2000,500,,2,1676021940000,gıda ve çadır acil. su yok acil. gelen yardımları dağıtmaya araç ihtiyacı var
Hatay,Arsuz,Harlisu,34.08,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,05374719452,,,400,,,0,1675972560000,gelenlerle nüfus 700 olmuş. çadır ve gıda gerekli. edit: afaddan yardım gelmiş hiçbir ihtiyaç yok.
Adıyaman,Besni̇,Akyazi,35.41,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,300,70,150,30,,25,1676020500000,çok acil gıda yardımı gerekli.
Adıyaman,Besni̇,Aşağisarhan,41.16,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",05354023659,150,200,500,150,,0,1676020260000,ÇOK ACİL GIDA GEREKLİ. SU YOK
Adıyaman,Besni,15 Temmuz Şehitler Mahallesi,41.18,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",05306634720,3000,4000,7000,1500,,2,1676190540000,"GÜNCEL EKSİKLER: KURU BAKLİYAT(ÇAY, ŞEKER, BULGUR, YAĞ, MERCİMEK), İLAÇ(TANSİYON, ŞEKER, AĞRI KESİCİ), KADIN İÇ ÇAMAŞIRI, PED    ///// çok acil gıda ve barınma yardımı"
Malatya,Yeşi̇lyurt,Yalinkaya,29.31,"Barınma (Çadır, konteyner gibi)",Diğer,"Gıda (ekmek,su,paketli gıda)",,50,,100,,45,,1676044260000,50 çadır. hayvanlar için barınak yem gerekli.
Malatya,Yeşi̇lyurt,Üçgöze,14.26,,,,,,,150,,,35,1676217300000,GUNCEL EKSIK: Çadır
Malatya,Yeşi̇lyurt,Tohma,24.87,"Barınma (Çadır, konteyner gibi)",,,05346716193,,,3500,,,0,1676043540000,250 ÇADIR GEREKLİ.
Malatya,Yeşi̇lyurt,Seyi̇tuşaği,15.40,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",05356104827,30,,50,25,,30,1676216400000,"GUNCEL EKSIK: Gıda, Temizlik Malzemesi, İç ve Dış Giyim////ara yollar kardan dolayı kapalı. 40 çadır gerekli. temel gıda ve soba ihtiyacı. yetişkin bez ihtiyacı var."
Malatya,Yeşi̇lyurt,Samanköy,8.75,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05375756519,,,3000,,300,0,1676216340000,GUNCEL EKSIK: Çadır (Göçden dolayı nüfus arttı)////100 ÇADIR VE GIDA GEREKLİ.
Malatya,Yeşi̇lyurt,Oluklu,26.82,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,,40,,320,,240,140,1676215800000,"GUNCEL EKSIK: Çadır, (Acil Durumu olan iki hasta)////hayvanlar için barınak. 30 çadır, 2 konteyner, kömür gerekli"
Malatya,Yeşi̇lyurt,Kuşdoğan,16.14,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Gıda (ekmek,su,paketli gıda)",,30,,300,200,230,,1676040720000,"50 çadır, ısıtıcı, battaniye, gıda gerekli. kerpiç evlerin tamamı yıkılmış"
Malatya,Yeşilyurt,Konak,6.06,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Gıda (ekmek,su,paketli gıda)",05376115045,,,,,,,15/02/23 15:30,"GÜNCEL EKSİK: kuru gıda ////// /////  Çadır, Isınma Malzemesi, Gıda Malzemesi (Acil)"
Malatya,Yeşilyurt,Kırlangıç,25.18,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Kıyafet(Ayakkabı, çorap, iç çam",,,,350,,120,0,15/02/23 15:30,"GÜNCEL EKSİK: acil kuru gıda, ısınma, çadır, kıyafet gerekli     /////// kardan dolayı yollar kapalı. 120 çadır, kömür-battaniye, kıyafet, gıda gerekli."
Malatya,Yeşilyurt,Kadiruşağı,14.04,Diğer,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,,,,,52,52,15/02/23 15:30,"GÜNCEL EKSİK: 4 adet hayvanlar için 2 adet insanlar için çadır gerekli     /////   Çadır////hayvan yemi, 20 çadır, 35 ısıtıcı gerekli"
Malatya,Yeşi̇lyurt,İki̇zce,12.08,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",05336663962,100,,500,100,400,5000,1676213280000,"GUNCEL EKSIK: Çadır, Isınma Malzemesi, Gıda Malzemesi////kardan dolayı yol kapanma var. 200 çadır, 100 ısıtıcı, gıda malzemeleri gerekli"
Malatya,Yeşilyurt,Horata,6.44,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Isınma (El sobası, battaniye)",05464275292,,,,,2000,0,15/02/23 15:30,"GÜNCEL EKSİK: kuru gıda, ısınma, çadır    //////   Gıda (Acil), ısınma Malzemeleri////kurtarma çalışmaları devam ediyor. 100 çadır, 150 battaniye, soba, ısıtıcı gerekli."
Malatya,Yeşi̇lyurt,Gözene,29.81,"Barınma (Çadır, konteyner gibi)",,,05358785444,50,,1210,,,350,1676208120000,GUNCEL EKSIK: ÇADIR //// 200 adet çadır gerekli.
Malatya,Yeşi̇lyurt,Duruldu,14.22,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,30,,400,30,60,4,1676212920000,"GUNCEL EKSIK: Çadır ve Gıda////yetişkin nüfus şu an 800e çıktı. 30 çadır, 30 ısıtıcı ve kahvaltılık gerekli."
Malatya,Yeşi̇lyurt,Duranlar,19.94,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",05369729101,160,,,,64,4,1676212800000,GUNCEL EKSIK: Isınma Malzemesi ve Çadır////gelenlerle birlikte nüfus 2000 üstü. 40-50 çadır gerekli. duranlar havaalanı yolunda kayalar devrilmiş.
Malatya,Yeşi̇lyurt,Di̇lek,11.94,,,,05321588144,,,,,3000,10,1676212680000,GUNCEL EKSİK: Isınma Malzemesi ve Çadır
Malatya,Yeşi̇lyurt,Çayirköy,18.65,"Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)","Barınma (Çadır, konteyner gibi)",04223150022,100,,150,100,200,6,1676212500000,"GUNCEL EKSİK: Gıda(Acil), Isınma Malzemesi////itfaiyeye ulaşamamışlar. bina çökünce elektrikten dolayı yangın çıkmış. çay şeker pirinç ihtiyacı var. 10 adet çadır gerekli."
Malatya,Yeşi̇lyurt,Cafana,24.42,"Isınma (El sobası, battaniye)","Gıda (ekmek,su,paketli gıda)",,05365199775,300,,1300,20,450,1,1676212320000,"GUNCEL EKSİK: Yem, Isınma Malzemesi, Çadır////çadır, battaniye ve yatak gerekli"
Malatya,Yeşi̇lyurt,Bi̇ndal,15.37,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",Diğer,05309219495,,,,,1000,5,1676212020000,"GUNCEL EKSİK: Çadır, Yem(Acil), Ağrı Kesici ve Ateş Düşürücü İlaç////nüfusu normalde 2000 şimdi 6000 olmuş. çadır ihtiyacı çok fazla. kömür gerekiyor."
Malatya,Yeşi̇lyurt,Banazi,6.40,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Gıda (ekmek,su,paketli gıda)",05376115045,,,,,1400,0,1676219100000,GUNCEL EKSIK: çadır ////hasarlı bina sayısı tam olarak bilinmiyor
Kahramanmaraş,Pazarcık,Yukarımülk,67.23,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,,200,,400,100,,,1676222760000,"GÜNCEL EKSİK: Kömür, çadır  ////  ÇADIR VE YAKACAK İHTİYAÇLARI VAR"
Kahramanmaraş,Pazarcik,Yolboyu,50.33,"Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",,,20,,35,6,,3,1676074680000,çadırları gelmiş
Kahramanmaraş,Pazarcik,Yi̇ği̇tler,65.65,"Barınma (Çadır, konteyner gibi)",,,05378344838,175,,300,50,,7,1676074440000,ÇADIR İHTİYACI VAR 
Kahramanmaraş,Pazarcık,Yarbaşı,48.86,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05443617459,,,7,20,,,1676222400000,"GÜNCEL EKSİK: 5 adet çadır, soba için katı yakacak,  kuru gıda, hijyen malzemeleri"
Kahramanmaraş,Pazarcık,Turunçlu,64.61,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05336425307,20,,20,40,,0,1676222520000,GÜNCEL: ihtiyaç yok   ////   ÇADIRA İHTİYAÇ VAR
Kahramanmaraş,Pazarcık,Ulubahçe,55.90,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,300,,300,400,,10,1676222160000,"GÜNCEL EKSİK: çadır, kuru gıda"
Kahramanmaraş,Pazarcik,Ti̇lki̇ler,64.61,"Barınma (Çadır, konteyner gibi)",,,,150,,750,,,,1676073840000,bir kaç hasarlı bina
Kahramanmaraş,Pazarcık,Sultanlar,60.89,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05304687110,450,,200,50,,,1676221740000,"GÜNCEL EKSİK: Çadır 150 adet    ///// 10-15 KİŞİ HASTANEYE GİTMESİ GEREKLİ FAKAT ACİL DURUMLARI YOKBİNALARIN NERDEYSE TAMAMI HASARLI, OTURULAMAZ DURUMDA."
Kahramanmaraş,Pazarcık,Yukarıhücüklü,68.67,"Kıyafet(Ayakkabı, çorap, iç çam","Gıda (ekmek,su,paketli gıda)",,05336425307,1000,,2000,800,,6,1676223420000,"GÜNCEL EKSİK: Çadır, kuru gıda, battaniye, patates (doğrudan muhtara iletilmeli giden yardımlar yolda kesilmiş kendilerine gerekli yardım ulaşamamış)    /////   BİR HASTANIN BÖBREK YETMEZLİĞİ VAR. HASTANEYE GİTMESİ GEREKİYOR."
Kahramanmaraş,Pazarcık,Kizirli,63.22,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Hijyen ve sağlık( Ped, bebek be",,,,1000,,300,5,1676218800000,"GÜNCEL EKSİK: Çadır, kuru gıda (özellikle un), çay,  şeker, yağ"
Kahramanmaraş,Pazarcık,Mezere,63.85,"Barınma (Çadır, konteyner gibi)",,,05427461572,,,750,,170,2,1676220600000,"GÜNCEL EKSİK: Çadır, yağ, şeker"
Kahramanmaraş,Pazarcik,Narli Cumhuri̇yet,51.05,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",Tıbbi yardım malzemeleri,02322395009,,,1850,310,15,,1676071320000,"BÜTÜN BİNALAR HASARLI 
"
Kahramanmaraş,Pazarcık,Narlı Bahçelievler,51.41,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",Tıbbi yardım malzemeleri,05428075340,,,2543,,600,20,1676219040000,GÜNCEL EKSİK: Çadır /////  çadır gerekli hasarlı binalar tespit edilemedi
Kahramanmaraş,Pazarcık,Kadıncık,53.15,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,05363691542,,,300,,70,4,1676217540000,GÜNCEL EKSİK: çadır ve kuru gıda ///// 15-20 çadır ihtiyaç
Kahramanmaraş,Pazarcık,Hürriyet,67.63,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,,,780,,178,7,1676218020000,"GÜNCEL EKSİK: Gıda (özellikle un), çadır, 70.000  küçükbaş hayvan için yem  //// yıkılan bina yok, binaların %70 i hasarlı"
Adıyaman,Tut,Yaylimli,29.94,"Gıda (ekmek,su,paketli gıda)",,,,600,,1200,300,1900,0,1676069100000,yok.
Gaziantep,Islahiye,Akınyolu,58.24,,,,05372992499,,,,,,,15/02/23 18:30,GÜNCEL EKSİK: ihtiyaç yok     //////     ACİL GIDA. Köyde bir yemek şirketi varmış ona temel malzemeler tedarik edilirse köye yemek yapacaklarmış.
Hatay,Altinözü,Karbeyaz,24.73,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Gıda (ekmek,su,paketli gıda)",,1000,1300,3500,1000,,0,1676069220000,Gıda giysi yardımı ulaşmış ama çadır ihtiyacı var.
Hatay,Altınözü,"Hatay, Altinözü Kansu",20.31,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Gıda (ekmek,su,paketli gıda)",,500,1000,2000,350,,0,1676068980000,Tümör hastası var. İlaç gelecek. Yardım hiç gelmemiş kuru gıda ve yatak ihtiyacı var.
Hatay,Altinözü,Kamberli̇,9.30,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Gıda (ekmek,su,paketli gıda)",,500,1200,2500,40,,9,1676068800000,"2 tane minare yıkıldı. Onun dışında 2 hasarlı yapı var.
yakıt yok"
Hatay,Altinözü,Hanyolu,18.25,"Barınma (Çadır, konteyner gibi)","Hijyen ve sağlık( Ped, bebek be","Gıda (ekmek,su,paketli gıda)",,1000,2200,4000,200,,0,1676068260000,"Minare yıkılmak üzere. Çadır hiç gelmedi.
yakıt yok"
Hatay,Altinözü,Hacipaşa,23.84,"Isınma (El sobası, battaniye)","Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,3000,2500,5000,800,,0,1676068080000,
Hatay,Altinözü,Enek,6.22,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,,,1500,500,,5,1676067960000,"yakıt yok
çadır gerekli"
Hatay,Altinözü,Dokuzdal,21.57,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",,100,250,600,30,30,40,1676067720000,Afaddan yardım gelmemiş. Çadır ve soba ihtiyacı var.
Hatay,Altinözü,Çetenli̇,15.90,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,500,800,2500,150,,20,1676067540000,"yakıt yok
Caminin biri yıkıldı diğerleri de yıkılmak üzere. Vinç gerekli. Alt köy meydanında ölü duruyor kaldıramıyoruz üstünde minare var. Acil sahra hastanesi gerekli."
Adıyaman,Tut,Ünlüce,29.61,Diğer,,,,100,80,150,50,35,0,1676067480000,Hayvanlar için besin öncelikleri.
Kahramanmaraş,Oni̇ki̇şubat,Büyüksir,37.42,"Barınma (Çadır, konteyner gibi)",,,05386774337,,,1500,,,1,1676067180000,"! KIRMIZI REÇETELİ BEBEK (BEDENSEL ENGELLİ, ZİHİNSEL ENGELLİ)
LUMİNALETTEN (İLAÇ)
RİVOCLON (İLAÇ) EPİLEPSİ
YAŞLI SAYISI FAZLA TANSİYON VE ŞEKER HASTALARI 400-450 KİŞİ"
Kahramanmaraş,Pazarcik,Dedepaşa,56.28,"Gıda (ekmek,su,paketli gıda)",,,,12,,20,15,26,15,1676216040000,GÜNCEL EKSİK: Geceleri yatarken soba yakamıyorlar  ısınma sorunları var
Kahramanmaraş,Karahüyük,Pazarcık,60.20,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",05367292178,,,,,135,25,1676218620000,GÜNCEL EKSİK: Çadır  ////  Binaların çoğu hasarlı.
Kahramanmaraş,Pazarcık,Çöçelli,62.13,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",05377806359,50,,,,400,2,1676215620000,"GÜNCEL EKSİK: Kuru gıda, odun, kömür, çadır   //// sonradan gelenlerle çocuk nüfusu 150. dışarıdan gelenler için 30 çadır ve kuru gıda gerekli. ısıtıcı tüp gerekli."
Kahramanmaraş,Oni̇ki̇şubat,Beşen,8.37,"Barınma (Çadır, konteyner gibi)",,,05377829172,1000,150,,,,20,1676066880000,"3 YARALI HASTANEYE GİTMEMİŞ ARAÇ YOK
AMBULANS İHTİYACI VAR ZEYNEP AKÇAM BELİ VE AYAĞI KIRIK (ZEYNEP AKÇAM)  
200 ÇADIR İHTİYACI
100DEN FAZLA TANSİYON ŞEKER HASTASI. ACİL İLAÇ"
Kahramanmaraş,Pazarcık,İğdeli,56.96,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,05343340964,80,,420,300,400,0,1676215320000,GÜNCEL EKSİK: Gıda ve Çadır ////  40 adet çadır gerekli
Hatay,Altinözü,Büyükburç,11.91,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Gıda (ekmek,su,paketli gıda)",,2000,2000,4000,300,,1,1676066220000,"YAKIT VE ÇADIR İHTİYACI ÇADIR HİÇ GİTMEMİŞ edit: Afaddan yardım gelmiş ama yatak, ısıtıcı, çadır kuru gıda, un ihtiyaçları var"
Kahramanmaraş,Pazarcık,Çiğdemtepe,52.15,"Barınma (Çadır, konteyner gibi)",Diğer,Diğer,05382013582,300,,588,72,360,0,1676214900000,"GÜNCEL EKSİK: Su yok ayaklı depo yıkıldığı için  kuyudan su çekilemiyor, çadır ihtiyacı var  //// 200 çadır gerekli. yakıt, odun, tüp gerekli. temiz su ihtiyacı var."
Kahramanmaraş,Karaçay,Pazarcık,54.63,Tıbbi yardım malzemeleri,,,,,,150,,60,3,1676150354000,GÜNCEL EKSİK: Çadır  /////   Yardım ulaşmış şuan iyi durumdalar. Sadece çok fazla yaşlı olduğu için onlara ilaç gerekiyor.
Kahramanmaraş,Pazarcık,Çiçekalanı,48.51,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",05386793891,35,,70,30,60,4,1676214720000,"GÜNCEL EKSİK: Kuru gıda, un vb. //// Kartalkaya Barajı yolu tamamen kapalı, yardım ulaşmıyor. Akciğer kanseri vatandaş var, yeni ameliyat oldu (ışın tedavisi ve kemoterapi). 10 adet çadır gerekli. un bakliyat, battaniye yorgan, çocuk ayakkabısı, yetişkin ayakkabı mont gerekli."
Kahramanmaraş,Pazarcık,"Karabıyıklı, Pazarcık",61.81,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",Tıbbi yardım malzemeleri,05336425307,,,100,,65,,1676066040000,Binaların çoğu yıkılmış. Yardım gitmiş fakat yetersiz.
Hatay,Altinözü,Babatorun,18.22,"Barınma (Çadır, konteyner gibi)","Hijyen ve sağlık( Ped, bebek be","Kıyafet(Ayakkabı, çorap, iç çam",,500,1000,2000,,,45,1676066040000,"yakıt sıkıntıHayvan yemi. Katalitik sobalar için lpg tüp. edit:Yardım ulaşmamış hiç. Çadır, gıda, çocuk bezi, çocuk maması, hasta bezi battaniye ve piknik tüpü ihtiyaçları var elektrikleri yokmuş. Nüfusu 2500 kişi"
Kahramanmaraş,Pazarcık,"İncirli,Pazarcık",56.08,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",Tıbbi yardım malzemeleri,05462442050,,,30,,9,3,1676059200000,Küçükbaş havanlar telef olmuş. Bütün evler hasarlı olduğu için insanlar dışarıda kendi imkanlarıyla dışarıda kalıyor. Sadece gıda yardımı gitmiş.
Hatay,Altinözü,Avuttepe,19.75,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,300,2000,4000,900,,35,1676065740000,
Hatay,Altinözü,Altinkaya,10.24,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Gıda (ekmek,su,paketli gıda)",,1500,2200,5500,350,,20,1676065500000,Banyo gereksinimi var. 
