İl,İlçe,Köy,Merkeze uzaklık (km),Birincil Öncelik,İkincil,Üçüncül,Telefon,Çocuk,Kadın,Yetişkin,Yaşlı,Hane,Yıkılan,Bilgi Alınan Vakit,Ek
Malatya,Akçadağ,Durulova,42.85,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05353604965,,,,,120,15,14/02/23 12:31,"GÜNCEL EKSİK: çadır, gıda. güncel nüfus 70-80.   ////// 50 ev içine girilemeyecek durumda. ağıllar yıkılmış hayvanlar için de çadır lazım."
Gaziantep,Nurdağı,İncegedik,54.67,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,05308720054,,,,,,,11/02/23 19:15,"Kuru Gıda, Çadır (Yardım kamyonunda malzeme yok, ihtiyaçlar karşılanamadı.)"
Malatya,Akçadağ,Doğantepe,51.44,"Gıda (ekmek,su,paketli gıda)",,,05362648357,,,,,68,5,14/02/23 12:06,"GÜNCEL EKSİK: gıda, kuru gıda /////  evlerin hepsi hasarlı. gıda gerekli"
Gaziantep,Nurdağı,Hamidiye,45.17,"Barınma (Çadır, konteyner gibi)",,,05325687577,250,,1000,,135,0,11/02/23 20:36,50 ADET ÇADIR.
Malatya,Akçadağ,Doğanlar,30.41,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",05321564640,,,,,350,70,14/02/23 11:30,"GÜNCEL EKSİK: çadır, kuru gıda.şu anki nüfus 600-700. hastaneler dolu. ilaç bulamıyorlar.    /////  su yok. bütün insanlar ve hayvanlar dışarıda. evlerin hepsi hasarlı. ahırlar yıkılmış. çadır, ısınma ve gıda desteği gerekli"
Malatya,Akçadağ,Develi,36.05,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05357160885,,,,,160,1,14/02/23 10:56,"GÜNCEL EKSİK: kömür ve temizlik ürünleri. İlerleyen günlerde market açılmazsa gıda, temizlik ürünler, kömür gerekli.    ///// çadır ihtiyaçları var. normalde yazları yaşayan var ama şu an her evde 5-6 aile yaşıyormuş Şu an yaşayan 2000 kişi olmuş."
Malatya,Akçadağ,Demirciler,49.02,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05396879076,,,,,30,6,15/02/23 14:30,GÜNCEL: eksik yok.    /////// evlerin neredeyse hepsi hasarlı. elektrik yok
Malatya,Akçadağ,Dedeköy,31.18,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,05386076590,,,150,,200,25,15/02/23 15:30,"GÜNCEL EKSİK: ihtiyaç yok     //////  çadır, ısıtıcı, kuru gıda    /////   şu anki nüfus 150, önceden 500. su elektrik yok ısıtıcı soba çadır gerekli"
Kahramanmaraş,On İki Şubat,Kumaşır,24.34,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Kıyafet(Ayakkabı, çorap, iç çam",05373170023,300,200,400,30,,,17/02/23 15:27,GÜNCEL EKSİK: gıda gerekli.    ////////  yakın hastaneler var sıkıntı yok
Kahramanmaraş,On İki Şubat,Kumarlı,27.87,"Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",,05369215640,450,,220,20,,,17/02/23 15:22,GÜNCEL EKSİK: KURU GIDA VE HİJYEN MALZEMESİ GEREKLİ  /////////  45 çadır ihtiyaç
Gaziantep,Nurdağı,Gökçedere,60.58,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,05067511264,100,,150,450,210,30,11/02/23 20:20,"SÜREKLİ ÇOCUK KIYAFETİ GÖNDERMEYİN!!! edit:Çadır(20-25 adet), Soba, Odun, Kömür, Çocuklar için ateş düşürücü ilaç"
Malatya,Doğanşehir,Polat,45.97,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Kıyafet(Ayakkabı, çorap, iç çam",05423615994,200,175,350,200,,400,12/02/23 17:07,"GUNCEL EKSİK: Çadır, kömür,soba ////elektrik yok. yakıt sıkıntısı var. çok fazla telef olan hayvan var. iç giyim gerekli."
KAHRAMANMARAŞ,ONİKİŞUBAT,KOZCAĞIZ,11.00,"Barınma (Çadır, konteyner gibi)",,,05386565798,50,120,250,50,,3,11/02/23 20:20,
Kahramanmaraş,Onikişubat,,38.13,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",05327372515,50,,650,300,,,11/02/23 20:18,muhtar araçla destek oluyormuş
Malatya,Doğanşehir,Kelhalil,40.77,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05389585600,120,150,300,50,,3,11/02/23 20:13,"elektrik su yok. evlerin çoğu hasarlı, çadır gerekli acil, telef olan hayvan sayısı fazla. yollar hasarlı"
Kahramanmaraş,On İki Şubat,Köşürge,25.10,,,,05309211615,60,50,100,60,,,17/02/23 15:21,GÜNCEL: eksik yok  ////////  kendi araçları ile idare ediyolar
Hatay,Dörtyol,Yeniyurt,75.89,"Hijyen ve sağlık( Ped, bebek be","Isınma (El sobası, battaniye)","Kıyafet(Ayakkabı, çorap, iç çam",05362912477,,,4000,,,,15/02/23 18:30,GÜNCEL EKSİK: ihtiyaç yok     ////// Dışarıdan gelenlerle nüfus 6-7 bin
Malatya,Doğanşehir,Örencik,66.34,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05324944719,150,250,500,80,,80,12/02/23 17:05,hasarlı yollar var. yakıt sıkıntısı var. hayvanlaGUNCEL EKSİK: Çadır //// barınma alanı çadır gerekli.
HATAY,DÖRTYOL,ÇATKÖY,80.73,,,,,,,368,,130,,11/02/23 20:11,bir ihtiyaçları olmadığı söylendi
Malatya,Doğanşehir,Kurucaova,44.39,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",Diğer,05068322735,600,1200,2400,500,,120,12/02/23 17:01,GUNCEL EKSİK: YOK
Malatya,Doğanşehir,Kapıdere,70.60,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,04225311212,90,170,350,40,,20,15/02/23 15:40,GÜNCEL EKSİK: kuru gıda ve çadır ihtiyacı var.    ////////   su sıkıntısı var. hasarlı yollar fazla. yakıt sıkıntısı var araçlar için.
Hatay,Samandağ,mızraklı,16.46,"Barınma (Çadır, konteyner gibi)","Hijyen ve sağlık( Ped, bebek be",Tıbbi yardım malzemeleri,05327463105,,,,,,,09/02/23 22:03,
Malatya,Doğanşehir,Kadılı,58.29,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",05369456008,100,200,400,50,,50,12/02/23 16:57,"GUNCEL EKSİK: Çadır, jeneratör, kuru gıda, yem ////su yok araç sıkıntısı yok yakıt sıkıntısı var hasarlı yollar var"
Malatya,Doğanşehir,Hudut,53.99,"Barınma (Çadır, konteyner gibi)","Teknik yardım (Powerbank,el fen","Gıda (ekmek,su,paketli gıda)",05382710281,30,35,70,15,,3,12/02/23 16:55,"GUNCEL EKSİK: Çadır, jeneratör ////yakıt sıkıntısı var. elektrik yok jeneratör gerekli acil. çadır acil. fener mum gerekli"
HAYAT,EZRİN,YUKARIBURNAZ,83.04,,,,,100,,500,,,0,13/02/23 18:58,GUNCEL EKSIK: YOK
Hatay,Arsuz,Hatay Arsuz İlçesi Haymaseki Köyü,31.28,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",05395847712,300,1300,2000,200,2500,10,11/02/23 18:57,yardım gelmiş fakat hala ihtiyaç var gıda ve çadır.
Hatay,Arsuz,Hatay  Arsuz ilçesi Çetillik Köyü,32.20,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",05352161925,1000,2000,2200,1300,4500,75,11/02/23 18:51,"Yollar açık, kıyafet yardımı yapılmış. Çadır ve gıda yardımı lazım."
Hatay,Arsuz,Hatay Arsuz İlçesi Beyköyü Köyü,28.65,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Hijyen ve sağlık( Ped, bebek be",05333647954,380,400,700,70,2000,3,11/02/23 18:41,"kıyafet yardımı gitmiş, çadır ve gıda yardımı gerekiyor."
Gaziantep,Nurdağı,Atmalı Köyü,45.18,"Barınma (Çadır, konteyner gibi)",,,05308276802,,,,,100,0,11/02/23 18:46,ÇADIR!!!
Hatay,Arsuz,Hatay Arsuz İlçesi Avcılarsuyu Köyü,31.75,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",05359299223,400,800,1520,80,,2,11/02/23 18:38,Gıda ihtiyaçları var hiç yardım ulaşmamış.
Hatay,Erzin,Gökdere Köyü,88.18,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,,,,2.2,,,0,11/02/23 18:37,Köy 2.200 nüfus. 400 kişi dışarıdan barınmaya gelmiş. Osmaniye ve İskenderun'dan 40-50 aile gelmiş. 3-4 gündür yardım geleceği söylenmiş ama gelmemiş.
Malatya,Doğanşehir,Gürobası,42.40,Diğer,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",05353688160,60,100,200,50,,15,12/02/23 16:52,"GUNCEL EKSİK: Çadır, odun, köür, tüp //// yakıt sıkıntısı var araç sıkıntısı yok. acil çadır gerekli, tüp ısınmak için kömür gerekli"
Hatay,Erzin,Aşağıburnaz Köyü,80.96,,,,,,,,,,,13/02/23 17:39,GUNCEL EKSIK: YOK////Çadıra ihtiyaç var ama istemiyorlar şu an. Köye İskenderun ve Kırıkhan'dan çok göç gelmiş ama halletmişler.  Hiç ihtiyaç yok.
Malatya,Doğanşehir,Günedoğru,53.43,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",Tıbbi yardım malzemeleri,05396294530,150,250,500,100,,200,11/02/23 18:31,araç sıkıntısı yok ama mazot sıkıntısı var. yollarda buzlanma var
Malatya,Doğanşehir,Gövdeli,71.23,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05377301198,250,500,1000,150,,60,11/02/23 18:12,telef olan hayvanlar var sayısı bilinmiyor. hasarlı yollar var
OSMANİYE,KADİRLİ,HARDALLIK,41.07,"Gıda (ekmek,su,paketli gıda)",Tıbbi yardım malzemeleri,,05357493093,50,150,80,80,180,0,11/02/23 18:07,
HATAY,ARSUZ,YUKARIKEPİRCE,31.76,"Gıda (ekmek,su,paketli gıda)",,,05359561564,,,1500,,,8,11/02/23 18:22,20-25 ISITICI ÇADIR İHTİYAÇ
HATAY,ARSUZ,TATARLI,34.01,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,05333647954,,,,,,,11/02/23 18:17,"kurubakliyat ihtiyaç 
10-15 çadır ihtiyaç"
Osmaniye,Kadirli,Azaplı,39.86,,,,05357493093,10,,200,30,110,0,13/02/23 18:22,GÜNCEL: ihtiyaç yok. sağlık taraması yapılmadı ama ihtiyaç yok ŞU AN KÖYDE İHTİYAÇ BULUNMAMAKTA HASAR VB BULUNMAMAKTANÜFUS TAM OLARAK BİLİNMEMEKLE BERABER ÇOCUK VE GENÇ NÜFUS SAYISI AZ
Kahramanmaraş,On İki Şubat,Köseli,21.27,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Gıda (ekmek,su,paketli gıda)",,1500,,4500,,700,15,15/02/23 21:18,"GÜNCEL EKSİK: defalarca söylemiş.  çadır, kuru gıda, odun, tüp, kömür gerekli. ////////   Mevcutta yalnızca 11 adet mevcut. ACİL ÇADIR !!!"
Hatay,İskenderun,Bitişik,47.96,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",,,,,,,0,17/02/23 10:36,GÜNCEL EKSİK: ihtiyaç yok. sağlık taraması yapıldı     //////////////   kuru gıda ve çadır   //////   NÜFUS 10000'E ULAŞTI.
HATAY,ARSUZ,PİRİNÇLİK,35.44,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05324039467,,,,,,0,11/02/23 16:49,YENİ GELENLERLER NÜFUS 3680 KİŞİ.
HATAY,ARSUZ,KURTBAĞI,25.79,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Kıyafet(Ayakkabı, çorap, iç çam",05358270260,,,,,,2,11/02/23 16:44,"15 ADET ACİL ÇADIR, ACİL İÇME SUYU, NÜFUS 1100 NÜFUS ŞU ANKİ GÖÇLE 1500'Ü BULMUŞ. ASTIM HASTASINA İLAÇ."
Hatay,İskenderun,Bekbele,46.51,"Gıda (ekmek,su,paketli gıda)","Gıda (ekmek,su,paketli gıda)",,,,,,,,,17/02/23 12:51,"GÜNCEL EKSİK: 100 çadır,kuru gıda ihtiyacı var. sağlık taraması yapılmadı   ////////   kuru gıda, çocuk bezi, hasta bezi    //////   8700 NÜFUSLU İLÇEDEN GELENLERLE NÜFUS 10000'İ BULMUŞ, HASARLI BİNA VAR SAYI NET DEĞİL, 2 YARALI"
Hatay,İskenderun,Azganlık,54.43,"Gıda (ekmek,su,paketli gıda)","Gıda (ekmek,su,paketli gıda)",,05325489585,,,,,,1,17/02/23 10:31,GÜNCEL: ihtiyaç yok. sağlık taraması yapıldı.
HATAY,İSKENDERUN,AŞKARBEYLİ,40.89,"Gıda (ekmek,su,paketli gıda)",,,05387789248,,,,,,,11/02/23 16:36,1000 NÜFUSLU.  AFAD ÇADIR VERMEYECEĞİNİ SÖYLEMİŞ. TOPLU OLAN YERLERE GİTMELERİNİ İSTEMİŞ.
Hatay,İskenderun,Akarca,50.34,,,,05383074818,,,,,,,17/02/23 10:25,"GÜNCEL EKSİK: 50 çadır,hijyen ürünleri, gıda ihtiyacı var. Sağlık taraması yapıldı.  ///////   15 ÇADIR LAZIM. MUHTARINA ULAŞILAMADI."
Hatay,Hassa,Eğribucak,65.76,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,200,500,550,250,250,104,12/02/23 14:15,GÜNCEL EKSİK: gıda ve çadır ////Köyün muhtarının da cenazesi olduğu için çok konuşamadı. Köyde çok fazla yıkılan bina var. Yardım gitmesi gerekiyor.
Hatay,Altınözü,Mayadalı,18.25,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Kıyafet(Ayakkabı, çorap, iç çam",,2000,,2000,1500,700,100,11/02/23 16:04,Köyde Suriyeli nüfusu da epey fazla. Köy yolları kapalıymış açılmış. Hastaneler hasar gördüğü için erişim sıkıntısı var. Yıkılmayan binaların çoğu hasarlı net bir sayı yok
Hatay,Altınözü,Kozkalesi,11.29,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,600,,1000,200,400,12,11/02/23 15:42,"Köyün nüfusu 1100'den 1800'e çıktı. Kıyafet bebek bezi çocuk kıyafeti yatalak bireyler için bez ihtiyaçları karşılanmış. Köydeki bronşit ve astım hastası çocukların ilacı yok. Hastaneye erişebiliyorlar araçları var ve yol açık fakat hastaneler dolu, geri gönderilmişler."
HATAY,ARSUZ,KONACIK,33.97,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05324974228,,,3000,,,15,11/02/23 15:51,"kuru bakliyat ihtiyaç 
10-15 ÇADIR İHTİYAÇ 
"
Hatay,Altınözü,Kıyıgören,18.64,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",,,,,,550,0,11/02/23 15:28,"Telef olan hayvanlar var ama tespiti yapılamamış. Köyde yıkılan bina yok AFAD'ın çağrısına da gerek yok diye cevap vermişler. Civardaki bir hastane yıkılmış erişim sıkıntısı var. Hasta pedi, çocuk bezi gibi ihtiyaçlar var. Hâlâ arabada yatanlar var çadır, sünger yatak gibi ihtiyaçlar var. Köy nüfusu ilçeden gelenlerle 5000'nin üzerine çıktı ayrıntılı bilgi alınamadı. Su ihtiyacı için yardım yapılmış"
HATAY,ARSUZ,KARAGÖZ,26.21,,,,05368417110,,,130,,,1,11/02/23 15:36,10 ÇADIR İHTİYAÇ VAR (DIŞARIDA KALIYORLAR)
HATAY,ARSUZ,KALE,35.00,"Barınma (Çadır, konteyner gibi)",,,05345925625,,,300,,,,11/02/23 15:16,"8-10 ÇADIR LAZIM 
EPİLEPSİ İLAÇ SIKINTISI VAR
"
HATAY,ARSUZ,IŞIKLI,34.10,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05345925625,280,450,800,50,,,11/02/23 15:14,8 ÇADIR İHTİYAÇ
Hatay,Defne,Döver,9.89,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",05326273715,500,,2000,,600,30,13/02/23 13:57,GÜNCEL EKSİK: bakliyat ve çadır    //////   YOLLARA KAYALAR DÜŞMÜŞ BÜYÜK ARAÇ GİREMİYOR. HİÇ ÇADIR GİTMEMİŞ.
Hatay,Defne,Değirmenyolu,8.28,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",05355273158,400,,400,200,80,0,13/02/23 13:53,"GÜNCEL EKSİK: kuru gıda,konserve yiyecek, temizlik ürünleri(deterjan gibi)   ///// Yakıt yeni geldi. Yakınlarda hastane kalmamış. ÇADIR HİÇ GİTMEMİŞ!!! Belediye hizmetlerine de ihtiyaç var."
Kahramanmaraş,On İki Şubat,Çukurhisar,24.04,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",Diğer,05324789168,80,,184,486,,8,15/02/23 21:03,GÜNCEL EKSİK: çadır    ///////     MAZOT çok acil gerekli. yol yıkıldığı için hastaneye erişim yok. 50 acil çadır ve kuru gıda gerekli.
Kahramanmaraş,On İki Şubat,Çevrepınar,20.87,,,,05435068182,350,,400,,,,17/02/23 15:14,GÜNCEL EKSİK: 25 çadır gerekli   ///////////  2 DİYALİZ HASTASI VAR AMBULANS GİTMEMİŞ YOLLAR YIKILMIŞ MAZOT İHTİYACI VAR
KAHRAMANMARAŞ,ONİKİŞUBAT,ÇOKRAN,24.10,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05382015246,100,,350,,,4,11/02/23 14:27,"ENGELLİ 15 YAŞINDA BİR KIZ İÇİN HASTA BEZİ 
MAZOT SIKINTISI VAR
50 ÇADIR İSTENİYOR."
Kahramanmaraş,On İki Şubat,Dadağlı,34.39,"Barınma (Çadır, konteyner gibi)",Diğer,Diğer,05327691035,1000,,1600,,,20,17/02/23 15:19,GÜNCEL EKSİK: gıda gerekli.   /////////   şehir merkezine yakın olduğu için nüfus 15000i geçmiş. 400 çadıra ihtiyaç var. diğer yardımlar gitmiş. defin için kefen ihtiyacı var. Hümeyra Hatice Yıldırım kayıp. 20 yaşında.
Kahramanmaraş,On İki Şubat,Cüceli,24.71,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05359440355,500,,2500,,,,17/02/23 15:07,"GÜNCEL EKSİK: 100 çadır gerekli    /////////  ACİL AMBULANS İSTENİYOR DİYALİZ, KANSER VE ASTIM HASTALARI VAR 3 Ü ENGELLİ YATALAK ÇOCUK İÇİN YATAK VE HASTA BEZİ LAZIM200 ÇADIR İHTİYACI VAR"
Kahramanmaraş,On İki Şubat,Demrek,25.06,"Barınma (Çadır, konteyner gibi)",Tıbbi yardım malzemeleri,,,200,,500,,,33,17/02/23 15:05,GÜNCEL EKSİK: ihtiyaç yok   /////////  kuru gıda ve temizlik malzemeleri    /////   50 çadır gerekli. Ambulans gitmemiş. Gıda yardımı gitmiş. 1 hasta için hasta bezine ihtiyaç var.
KAHRAMANMARAŞ,ON İKİ ŞUBAT,BEŞEN,8.37,"Barınma (Çadır, konteyner gibi)",,,05377829172,1000,150,,,,20,11/02/23 14:09,depremden dolayı yaralılar var köy dağlık ambulans gelmemiş. ayağı kırık olan var. ahırlar yıkık hayvanlar dışarıda. çadır gerekli. 100 den fazla tansiyon şeker hastası var. acil ilaç gerekli.
Kahramanmaraş,On İki Şubat,Büyüksır,37.42,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05386774337,20,,500,,150,1,17/02/23 14:58,GÜNCEL EKSİK: 100 ÇADIR VE KURU GIDA ihtiyacı var.   ////////   ilaca ihtiyacı olanlar var. (ilaçlar yukarıda). çadır gerekli.
Kahramanmaraş,On İki Şubat,Döngel,18.69,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05057416406,,,3000,,,,15/02/23 21:09,GÜNCEL EKSİK: kuru gıda hijyen malzemeleri kuru gıda sapa yerde olunduğu için çok az gelmiş   //////   araç mazot ihtiyacı var. hastalar için ambulans gitmemiş. çadır kuru gıda ihtiyacı
Kahramanmaraş,Pazarcık,Büyüknacar Kocadere,44.89,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Kıyafet(Ayakkabı, çorap, iç çam",05302406101,,,,,110,95,15/02/23 20:46,"GÜNCEL EKSİK: sadece çadır    //////     Çadır, Kuru gıda   //// 90 ÇADIR GEREKLİ AFAD 20 TANE KARŞILAMIŞ. ELEKTRİK SU YOK"
Kahramanmaraş,Pazarcık,Akdemir,58.50,"Barınma (Çadır, konteyner gibi)",,,05324961029,,,,,200,0,15/02/23 20:45,GÜNCEL EKSİK: çadır ve kuru gıda.     ///////    çadır ve kuru gıda.   ////   25 çadır gerekli. elektrik su yok
ADIYAMAN,BESNİ,KAYMAKAM HASAN TÜTÜN,42.49,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",05369284247,600,800,2000,1500,,4,10/02/23 13:32,SU YOK GIDA BARINMA YARDIMI GEREKLİ
ADIYAMAN,BESNİ,KIZILİN,43.07,"Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",Diğer,05426803948,150,100,250,80,,2,12/02/23 13:24,GÜNCEL EKSİK: 15-20 çadır ve kuru gıda.    /////  İLAÇ İHTİYACI VAR. (KALP RAHATSIZLIĞI). GIDA ACİL.
Adıyaman,Besni,Hacıhalil,41.45,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",05355927829,100,80,650,20,,0,12/02/23 13:22,GÜNCEL EKSİK: çadır (AFAD getirecek dendi)    ////  GIDA ACİL
Adıyaman,Besni,Çorak,69.53,"Barınma (Çadır, konteyner gibi)",,,05372434205,200,200,300,150,,2,12/02/23 13:19,GÜNCEL: ihtiyaç yok   /////   ÇADIR ACİL
Kahramanmaraş,On İki Şubat,Çakırlar,34.08,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",05353299120,,,,,,,15/02/23 21:16,"GÜNCEL: ihtiyaç kalmadı    //////   MUHTAR HASTA KENDİSİ KONUŞAMIYOR. ACİL 200 ÇADIR, GIDA VE ODUN GEREKLİ."
ADIYAMAN,BESNİ,DUMLUPINAR,41.42,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Gıda (ekmek,su,paketli gıda)",05335676764,300,350,900,100,,25,10/02/23 13:14,SU YOK ACİL 
HATAY,ARSUZ,HÜYÜK,29.08,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",05322371959,,,,,,1,11/02/23 06:22,"NÜFUS 3200, 50 AİLE GÖÇ GELDİ. ÇOK FAZLA KAYIP KİŞİ VAR."
Adıyaman,Besni,Çat,39.51,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,04163181143,1000,700,1500,20,,2,12/02/23 12:46,"GÜNCEL EKSİK: çadır, ısıtıcı  ////  SU ACİL. ÇADIR VE ISINMA İHTİYAÇLARI ACİL. AFAD ENKAZDAKİLERLE İLGİLENİYOR"
Adıyaman,Besni,Camuşçu,46.31,,,,,200,100,300,50,,1,12/02/23 12:44,GÜNCEL: ihtiyaç yok  ///  SU YOK ACİL GEREKLİ
ADIYAMAN,BESNİ,ALİŞAR,32.27,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,1000,100,2000,500,,2,10/02/23 12:39,gıda ve çadır acil. su yok acil. gelen yardımları dağıtmaya araç ihtiyacı var
HATAY,ARSUZ,HARLISU,34.08,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,05374719452,,,400,,,0,09/02/23 22:56,gelenlerle nüfus 700 olmuş. çadır ve gıda gerekli. edit: afaddan yardım gelmiş hiçbir ihtiyaç yok.
ADIYAMAN,BESNİ,AKYAZI,35.41,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",05369862391,300,70,150,30,,25,10/02/23 12:15,çok acil gıda yardımı gerekli.
ADIYAMAN,BESNİ,AŞAĞISARHAN,41.16,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",05324088613,150,200,500,150,,0,10/02/23 12:11,ÇOK ACİL GIDA GEREKLİ. SU YOK
Adıyaman,Besni,15 Temmuz Şehitler Mahallesi,41.18,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",05354023659,3000,4000,7000,1500,,2,12/02/23 11:29,"GÜNCEL EKSİKLER: KURU BAKLİYAT(ÇAY, ŞEKER, BULGUR, YAĞ, MERCİMEK), İLAÇ(TANSİYON, ŞEKER, AĞRI KESİCİ), KADIN İÇ ÇAMAŞIRI, PED    ///// çok acil gıda ve barınma yardımı"
MALATYA,YEŞİLYURT,YALINKAYA,29.31,"Barınma (Çadır, konteyner gibi)",Diğer,"Gıda (ekmek,su,paketli gıda)",05324142788,50,,100,,45,,10/02/23 18:51,50 çadır. hayvanlar için barınak yem gerekli.
MALATYA,YEŞİLYURT,ÜÇGÖZE,14.26,,,,05326605708,,,150,,,35,12/02/23 18:55,GUNCEL EKSIK: Çadır
MALATYA,YEŞİLYURT,TOHMA,24.87,"Barınma (Çadır, konteyner gibi)",,,05346716193,,,3500,,,0,10/02/23 18:39,250 ÇADIR GEREKLİ.
MALATYA,YEŞİLYURT,SEYİTUŞAĞI,15.40,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",05423611242,30,,50,25,,30,12/02/23 18:40,"GUNCEL EKSIK: Gıda, Temizlik Malzemesi, İç ve Dış Giyim////ara yollar kardan dolayı kapalı. 40 çadır gerekli. temel gıda ve soba ihtiyacı. yetişkin bez ihtiyacı var."
MALATYA,YEŞİLYURT,SAMANKÖY,8.75,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05375756519,,,3000,,300,0,12/02/23 18:39,GUNCEL EKSIK: Çadır (Göçden dolayı nüfus arttı)////100 ÇADIR VE GIDA GEREKLİ.
MALATYA,YEŞİLYURT,OLUKLU,26.82,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,,40,,320,,240,140,12/02/23 18:30,"GUNCEL EKSIK: Çadır, (Acil Durumu olan iki hasta)////hayvanlar için barınak. 30 çadır, 2 konteyner, kömür gerekli"
