il	ilce	koy
ŞANLIURFA	HARRAN	KÖKENLİ KÖYÜ
ŞANLIURFA	HARRAN	KOYUNLUCA KÖYÜ
ŞANLIURFA	HARRAN	KIRMITLI KÖYÜ
ŞANLIURFA	HARRAN	KILIÇLI KÖYÜ
ŞANLIURFA	HARRAN	KAYMAKLI KÖYÜ
ŞANLIURFA	HARRAN	KAYACA KÖYÜ
ŞANLIURFA	HARRAN	KARATAŞ KÖYÜ
ŞANLIURFA	HARRAN	KABATAŞ KÖYÜ
ŞANLIURFA	HARRAN	İMAMBAKIR KÖYÜ
ŞANLIURFA	HARRAN	HUZURLU KÖYÜ
ŞANLIURFA	HARRAN	GÜRGELEN KÖYÜ
ŞANLIURFA	HARRAN	GÖZCÜ KÖYÜ
ŞANLIURFA	HARRAN	GÖKTAŞ KÖYÜ
ŞANLIURFA	HARRAN	GÖGEÇ KÖYÜ
ŞANLIURFA	HARRAN	GİYİMLİ KÖYÜ
ŞANLIURFA	HARRAN	ESKİHARRAN KÖYÜ
ŞANLIURFA	HARRAN	EMEKLİ KÖYÜ
ŞANLIURFA	HARRAN	DURAN KÖYÜ
ŞANLIURFA	HARRAN	DORUÇ KÖYÜ
ŞANLIURFA	HARRAN	DOĞUKESMEKAYA KÖYÜ
ŞANLIURFA	HARRAN	DEMİRLİ KÖYÜ
ŞANLIURFA	HARRAN	DAYANIKLI KÖYÜ
ŞANLIURFA	HARRAN	DAMLASU KÖYÜ
ŞANLIURFA	HARRAN	ÇOLPAN KÖYÜ
ŞANLIURFA	HARRAN	ÇİÇEK KÖYÜ
ŞANLIURFA	HARRAN	ÇEPKENLİ KÖYÜ
ŞANLIURFA	HARRAN	ÇATALHURMA KÖYÜ
ŞANLIURFA	HARRAN	ÇALTILI KÖYÜ
ŞANLIURFA	HARRAN	ÇAĞBAŞI KÖYÜ
ŞANLIURFA	HARRAN	CEYLANGÖZÜ KÖYÜ
ŞANLIURFA	HARRAN	BÜYÜKYILDIZ KÖYÜ
ŞANLIURFA	HARRAN	BÜYÜKTÜRBE KÖYÜ
ŞANLIURFA	HARRAN	BÜYÜKTAŞLICA KÖYÜ
ŞANLIURFA	HARRAN	BÜKDERE KÖYÜ
ŞANLIURFA	HARRAN	BULGURLU KÖYÜ
ŞANLIURFA	HARRAN	BULDUM KÖYÜ
ŞANLIURFA	HARRAN	BUĞDAYTEPE KÖYÜ
ŞANLIURFA	HARRAN	BOZYAZI KÖYÜ
ŞANLIURFA	HARRAN	BİNEKLİ KÖYÜ
ŞANLIURFA	HARRAN	BİLGİLİ KÖYÜ
ŞANLIURFA	HARRAN	BELLİTAŞ KÖYÜ
ŞANLIURFA	HARRAN	BAŞKARAGÖZ KÖYÜ
ŞANLIURFA	HARRAN	BALKIR KÖYÜ
ŞANLIURFA	HARRAN	BALKAT KÖYÜ
ŞANLIURFA	HARRAN	AYDÜŞTÜ KÖYÜ
ŞANLIURFA	HARRAN	AYDINLAR KÖYÜ
ŞANLIURFA	HARRAN	AYDINCIK KÖYÜ
ŞANLIURFA	HARRAN	AVLAK KÖYÜ
ŞANLIURFA	HARRAN	AŞAĞIYARIMCA KÖYÜ
ŞANLIURFA	HARRAN	AŞAĞIKESMEKAYA KÖYÜ
ŞANLIURFA	HARRAN	ASLANLI KÖYÜ
ŞANLIURFA	HARRAN	ASLANKUYUSU KÖYÜ
ŞANLIURFA	HARRAN	ARIN KÖYÜ
ŞANLIURFA	HARRAN	ALTILI KÖYÜ
ŞANLIURFA	HARRAN	ALACALI KÖYÜ
ŞANLIURFA	HARRAN	AKKUŞ KÖYÜ
ŞANLIURFA	HARRAN	AHMETKARA KÖYÜ
ŞANLIURFA	HARRAN	AĞCIL KÖYÜ
ŞANLIURFA	HALFETİ	TAVŞANÖREN KÖYÜ
ŞANLIURFA	HALFETİ	SÜTVEREN KÖYÜ
ŞANLIURFA	HALFETİ	SIRATAŞLAR KÖYÜ
ŞANLIURFA	HALFETİ	SAYLAKKAYA KÖYÜ
ŞANLIURFA	HALFETİ	SAVAŞAN KÖYÜ
ŞANLIURFA	HALFETİ	SALMANLI KÖYÜ
ŞANLIURFA	HALFETİ	ÖZMÜŞ KÖYÜ
ŞANLIURFA	HALFETİ	ÖMERLİ KÖYÜ
ŞANLIURFA	HALFETİ	ORTAYOL KÖYÜ
ŞANLIURFA	HALFETİ	MACUNLU KÖYÜ
ŞANLIURFA	HALFETİ	KURUGÖL KÖYÜ
ŞANLIURFA	HALFETİ	KAYALAR KÖYÜ
ŞANLIURFA	HALFETİ	KAVAKLICA KÖYÜ
ŞANLIURFA	HALFETİ	KALKAN KÖYÜ
ŞANLIURFA	HALFETİ	HİLALLİ KÖYÜ
ŞANLIURFA	HALFETİ	GÜRLÜCE KÖYÜ
ŞANLIURFA	HALFETİ	GÜRKUYU KÖYÜ
ŞANLIURFA	HALFETİ	GÜNECE KÖYÜ
ŞANLIURFA	HALFETİ	GÜLAÇAN KÖYÜ
ŞANLIURFA	HALFETİ	GÖZELİ KÖYÜ
ŞANLIURFA	HALFETİ	FISTIKÖZÜ KÖYÜ
ŞANLIURFA	HALFETİ	ERİKLİ KÖYÜ
ŞANLIURFA	HALFETİ	DURAK KÖYÜ
ŞANLIURFA	HALFETİ	DERGİLİ KÖYÜ
ŞANLIURFA	HALFETİ	ÇEBEKOĞLU KÖYÜ
ŞANLIURFA	HALFETİ	ÇAKALLI KÖYÜ
ŞANLIURFA	HALFETİ	BULAKLI KÖYÜ
ŞANLIURFA	HALFETİ	BOZYAZI KÖYÜ
ŞANLIURFA	HALFETİ	BEYBURCU KÖYÜ
ŞANLIURFA	HALFETİ	BALABAN KÖYÜ
ŞANLIURFA	HALFETİ	AŞAĞI GÖKLÜ KÖYÜ
ŞANLIURFA	HALFETİ	ALTINOVA KÖYÜ
ŞANLIURFA	CEYLANPINAR	YÜKSEKTEPE KÖYÜ
ŞANLIURFA	CEYLANPINAR	YUKARITAŞYALAK KÖYÜ
ŞANLIURFA	CEYLANPINAR	YUKARITAŞLIDERE KÖYÜ
ŞANLIURFA	CEYLANPINAR	YUKARIKARATAŞ KÖYÜ
ŞANLIURFA	CEYLANPINAR	YUKARIESENCE KÖYÜ
ŞANLIURFA	CEYLANPINAR	YUKARIDURMUŞ KÖYÜ
ŞANLIURFA	CEYLANPINAR	YUKARIDORUKLU KÖYÜ
ŞANLIURFA	CEYLANPINAR	YONCALI KÖYÜ
ŞANLIURFA	CEYLANPINAR	YEŞİLTEPE KÖYÜ
ŞANLIURFA	CEYLANPINAR	YALÇINKAYA KÖYÜ
ŞANLIURFA	CEYLANPINAR	TEKİNLER KÖYÜ
ŞANLIURFA	CEYLANPINAR	SARAÇÇEŞME KÖYÜ
ŞANLIURFA	CEYLANPINAR	MURATLI KÖYÜ
ŞANLIURFA	CEYLANPINAR	MADEN KÖYÜ
ŞANLIURFA	CEYLANPINAR	IŞIKLAR KÖYÜ
ŞANLIURFA	CEYLANPINAR	HAN KÖYÜ
ŞANLIURFA	CEYLANPINAR	GÜMÜŞ KÖYÜ
ŞANLIURFA	CEYLANPINAR	EVRENPAŞA KÖYÜ
ŞANLIURFA	CEYLANPINAR	DÜZOVA KÖYÜ
ŞANLIURFA	CEYLANPINAR	DİKİLİ KÖYÜ
ŞANLIURFA	CEYLANPINAR	DAMLACIK KÖYÜ
ŞANLIURFA	CEYLANPINAR	CEYLAN KÖYÜ
ŞANLIURFA	CEYLANPINAR	BÜYÜKYENİCE KÖYÜ
ŞANLIURFA	CEYLANPINAR	BOĞALI KÖYÜ
ŞANLIURFA	CEYLANPINAR	AYDOĞDU KÖYÜ
ŞANLIURFA	CEYLANPINAR	AYDIN KÖYÜ
ŞANLIURFA	CEYLANPINAR	AVCILI KÖYÜ
ŞANLIURFA	CEYLANPINAR	AŞAĞITAŞYALAK KÖYÜ
ŞANLIURFA	CEYLANPINAR	AŞAĞIKARATAŞ KÖYÜ
ŞANLIURFA	CEYLANPINAR	AŞAĞIDURMUŞ KÖYÜ
ŞANLIURFA	CEYLANPINAR	AŞAĞIDORUKLU KÖYÜ
ŞANLIURFA	CEYLANPINAR	ALACA KÖYÜ
ŞANLIURFA	CEYLANPINAR	AKBULUT KÖYÜ
ŞANLIURFA	BOZOVA	ZİVANLI KÖYÜ
ŞANLIURFA	BOZOVA	YALINTAŞ KÖYÜ
ŞANLIURFA	BOZOVA	ÜRÜNLÜ KÖYÜ
ŞANLIURFA	BOZOVA	ÜÇDİREK KÖYÜ
ŞANLIURFA	BOZOVA	UZUNBURÇ KÖYÜ
ŞANLIURFA	BOZOVA	UMUTLU KÖYÜ
ŞANLIURFA	BOZOVA	TÜRKMENÖREN KÖYÜ
ŞANLIURFA	BOZOVA	TUNALI KÖYÜ
ŞANLIURFA	BOZOVA	TOZLUCA KÖYÜ
ŞANLIURFA	BOZOVA	TATARHÜYÜK KÖYÜ
ŞANLIURFA	BOZOVA	TAŞLIDERE KÖYÜ
ŞANLIURFA	BOZOVA	TAŞAN KÖYÜ
ŞANLIURFA	BOZOVA	ŞIHLAR KÖYÜ
ŞANLIURFA	BOZOVA	ŞANLIAVŞAR B.M KÖYÜ
ŞANLIURFA	BOZOVA	SÖĞÜTLÜ KÖYÜ
ŞANLIURFA	BOZOVA	SOĞUKKUYU KÖYÜ
ŞANLIURFA	BOZOVA	SIZAN KÖYÜ
ŞANLIURFA	BOZOVA	SIĞIRCIK KÖYÜ
ŞANLIURFA	BOZOVA	SEYİTÖREN KÖYÜ
ŞANLIURFA	BOZOVA	SAĞIRLI KÖYÜ
ŞANLIURFA	BOZOVA	PİRHALİL KÖYÜ
ŞANLIURFA	BOZOVA	ÖZGÖREN KÖYÜ
ŞANLIURFA	BOZOVA	ÖRGÜLÜ KÖYÜ
ŞANLIURFA	BOZOVA	ORTATEPE KÖYÜ
ŞANLIURFA	BOZOVA	ORTAÖREN KÖYÜ
ŞANLIURFA	BOZOVA	MÜLKÖREN KÖYÜ
ŞANLIURFA	BOZOVA	MAŞUK KÖYÜ
ŞANLIURFA	BOZOVA	KÜPELİ KÖYÜ
ŞANLIURFA	BOZOVA	KÜÇÜKTÜLMEN KÖYÜ
ŞANLIURFA	BOZOVA	KÖSEŞAHİN KÖYÜ
ŞANLIURFA	BOZOVA	KONUKSEVER KÖYÜ
ŞANLIURFA	BOZOVA	KOÇVERAN KÖYÜ
ŞANLIURFA	BOZOVA	KOÇHİSAR KÖYÜ
ŞANLIURFA	BOZOVA	KİLLİK KÖYÜ
ŞANLIURFA	BOZOVA	KIZLAR KÖYÜ
ŞANLIURFA	BOZOVA	KIRAĞILI KÖYÜ
ŞANLIURFA	BOZOVA	KINDIRALİ KÖYÜ
ŞANLIURFA	BOZOVA	KILIÇÖREN KÖYÜ
ŞANLIURFA	BOZOVA	KILÇIK KÖYÜ
ŞANLIURFA	BOZOVA	KESMETAŞ KÖYÜ
ŞANLIURFA	BOZOVA	KEPİRCE KÖYÜ
ŞANLIURFA	BOZOVA	KARGILI KÖYÜ
ŞANLIURFA	BOZOVA	KARAPINAR KÖYÜ
ŞANLIURFA	BOZOVA	KARAKAŞ KÖYÜ
ŞANLIURFA	BOZOVA	KARACAÖREN KÖYÜ
ŞANLIURFA	BOZOVA	KARACA KÖYÜ
ŞANLIURFA	BOZOVA	KAÇARSALUCA KÖYÜ
ŞANLIURFA	BOZOVA	KABACIK KÖYÜ
ŞANLIURFA	BOZOVA	İNCİRLİ KÖYÜ
ŞANLIURFA	BOZOVA	IRMAKBOYU KÖYÜ
ŞANLIURFA	BOZOVA	HİSARLAR KÖYÜ
ŞANLIURFA	BOZOVA	HACILAR KÖYÜ
ŞANLIURFA	BOZOVA	GÖZENEK KÖYÜ
ŞANLIURFA	BOZOVA	GÖKÖREN KÖYÜ
ŞANLIURFA	BOZOVA	GERDEK KÖYÜ
ŞANLIURFA	BOZOVA	ESKİN KÖYÜ
ŞANLIURFA	BOZOVA	DUTLUK KÖYÜ
ŞANLIURFA	BOZOVA	DUTLUCA KÖYÜ
ŞANLIURFA	BOZOVA	DENİZBACI KÖYÜ
ŞANLIURFA	BOZOVA	DELİLER KÖYÜ
ŞANLIURFA	BOZOVA	ÇAKMAKLI KÖYÜ
ŞANLIURFA	BOZOVA	BÜYÜKHAN KÖYÜ
ŞANLIURFA	BOZOVA	BULANCAK KÖYÜ
ŞANLIURFA	BOZOVA	BUĞLUCA KÖYÜ
ŞANLIURFA	BOZOVA	BUDAKLI KÖYÜ
ŞANLIURFA	BOZOVA	BOZTEPE KÖYÜ
ŞANLIURFA	BOZOVA	BİNEKLİ KÖYÜ
ŞANLIURFA	BOZOVA	BALTAŞ KÖYÜ
ŞANLIURFA	BOZOVA	BAĞLICA KÖYÜ
ŞANLIURFA	BOZOVA	AYLAN KÖYÜ
ŞANLIURFA	BOZOVA	AVLAK KÖYÜ
ŞANLIURFA	BOZOVA	ARPALI KÖYÜ
ŞANLIURFA	BOZOVA	ARIKÖK KÖYÜ
ŞANLIURFA	BOZOVA	ARGINCIK KÖYÜ
ŞANLIURFA	BOZOVA	ALTINLI KÖYÜ
ŞANLIURFA	BOZOVA	AKMAĞARA KÖYÜ
ŞANLIURFA	BOZOVA	75.YIL KÖYÜ
ŞANLIURFA	BİRECİK	ZİYARET KÖYÜ
ŞANLIURFA	BİRECİK	YUVACIK KÖYÜ
ŞANLIURFA	BİRECİK	YUKARIYENİÇAĞ KÖYÜ
ŞANLIURFA	BİRECİK	YUKARIİNCİRLİ KÖYÜ
ŞANLIURFA	BİRECİK	YUKARIHABİB KÖYÜ
ŞANLIURFA	BİRECİK	YILMAZ KÖYÜ
ŞANLIURFA	BİRECİK	YENİAKPINAR KÖYÜ
ŞANLIURFA	BİRECİK	YAYLACIK KÖYÜ
ŞANLIURFA	BİRECİK	ÜNSAL KÖYÜ
ŞANLIURFA	BİRECİK	UĞURCUK KÖYÜ
ŞANLIURFA	BİRECİK	TÜTEN KÖYÜ
ŞANLIURFA	BİRECİK	SURTEPE KÖYÜ
ŞANLIURFA	BİRECİK	SUMAKLI KÖYÜ
ŞANLIURFA	BİRECİK	SEKİLİ KÖYÜ
ŞANLIURFA	BİRECİK	ÖZVEREN KÖYÜ
ŞANLIURFA	BİRECİK	ORTA FATMACIK KÖYÜ
ŞANLIURFA	BİRECİK	MEYANCA KÖYÜ
ŞANLIURFA	BİRECİK	METELER KÖYÜ
ŞANLIURFA	BİRECİK	MENGELLİ KÖYÜ
ŞANLIURFA	BİRECİK	KURUCAHÖYÜK KÖYÜ
ŞANLIURFA	BİRECİK	KURAL KÖYÜ
ŞANLIURFA	BİRECİK	KÖMAĞIL KÖYÜ
ŞANLIURFA	BİRECİK	KONAK KÖYÜ
ŞANLIURFA	BİRECİK	KOCAALİ KÖYÜ
ŞANLIURFA	BİRECİK	KESKİNCE KÖYÜ
ŞANLIURFA	BİRECİK	KARABABA KÖYÜ
ŞANLIURFA	BİRECİK	İNNAPLI KÖYÜ
ŞANLIURFA	BİRECİK	İNCİRLİ KÖYÜ
ŞANLIURFA	BİRECİK	İNCİRLİDERE KÖYÜ
ŞANLIURFA	BİRECİK	İNCELER KÖYÜ
ŞANLIURFA	BİRECİK	ILGAR KÖYÜ
ŞANLIURFA	BİRECİK	HAYDARAHMET KÖYÜ
ŞANLIURFA	BİRECİK	GÜZELYURT KÖYÜ
ŞANLIURFA	BİRECİK	GÜVENİR KÖYÜ
ŞANLIURFA	BİRECİK	GÜNIŞIĞI KÖYÜ
ŞANLIURFA	BİRECİK	GÖKTEPE KÖYÜ
ŞANLIURFA	BİRECİK	GEÇİTTEPE KÖYÜ
ŞANLIURFA	BİRECİK	EKENEK KÖYÜ
ŞANLIURFA	BİRECİK	DÜZLÜCE KÖYÜ
ŞANLIURFA	BİRECİK	DUYDUK KÖYÜ
ŞANLIURFA	BİRECİK	DORUCAK KÖYÜ
ŞANLIURFA	BİRECİK	DİVRİĞİ KÖYÜ
ŞANLIURFA	BİRECİK	DİKTEPE KÖYÜ
ŞANLIURFA	BİRECİK	DIŞLIK KÖYÜ
ŞANLIURFA	BİRECİK	DAMLICA KÖYÜ
ŞANLIURFA	BİRECİK	DALOCAK KÖYÜ
ŞANLIURFA	BİRECİK	ÇOĞAN KÖYÜ
ŞANLIURFA	BİRECİK	ÇİFTLİK KÖYÜ
ŞANLIURFA	BİRECİK	ÇİÇEKALAN KÖYÜ
ŞANLIURFA	BİRECİK	CİBİNÖREN KÖYÜ
ŞANLIURFA	BİRECİK	BÖĞÜRTLEN B.M KÖYÜ
ŞANLIURFA	BİRECİK	BOZTEPE KÖYÜ
ŞANLIURFA	BİRECİK	BOZDERE KÖYÜ
ŞANLIURFA	BİRECİK	BENTBAHÇESİ KÖYÜ
ŞANLIURFA	BİRECİK	BAHÇEÖNÜ KÖYÜ
ŞANLIURFA	BİRECİK	BAĞLARBAŞI KÖYÜ
ŞANLIURFA	BİRECİK	AŞAĞI KUYUCAK KÖYÜ
ŞANLIURFA	BİRECİK	AŞAĞI KARKUTLU KÖYÜ
ŞANLIURFA	BİRECİK	AŞAĞI HABİP KÖYÜ
ŞANLIURFA	BİRECİK	AŞAĞI FATMACIK KÖYÜ
ŞANLIURFA	BİRECİK	AŞAĞIEŞME KÖYÜ
ŞANLIURFA	BİRECİK	AŞAĞIALMAŞAR KÖYÜ
ŞANLIURFA	BİRECİK	ARSLANLI KÖYÜ
ŞANLIURFA	BİRECİK	ALTINOVA KÖYÜ
ŞANLIURFA	BİRECİK	ALMAŞAR KÖYÜ
ŞANLIURFA	BİRECİK	AKPINAR KÖYÜ
ŞANLIURFA	BİRECİK	AKARÇAY KÖYÜ
ŞANLIURFA	BİRECİK	ABDALLI KÖYÜ
ŞANLIURFA	AKÇAKALE	ZORLU KÖYÜ
ŞANLIURFA	AKÇAKALE	ZENGİNOVA KÖYÜ
ŞANLIURFA	AKÇAKALE	YUSUFBEY KÖYÜ
ŞANLIURFA	AKÇAKALE	YUKARIDEREN KÖYÜ
ŞANLIURFA	AKÇAKALE	YUKARIÇİNPOLAT KÖYÜ
ŞANLIURFA	AKÇAKALE	YUKARIBEYDAŞ KÖYÜ
ŞANLIURFA	AKÇAKALE	YEŞERTİ KÖYÜ
ŞANLIURFA	AKÇAKALE	YEDİYOL KÖYÜ
ŞANLIURFA	AKÇAKALE	YAZLICA KÖYÜ
ŞANLIURFA	AKÇAKALE	YAĞMURALAN KÖYÜ
ŞANLIURFA	AKÇAKALE	VİZE KÖYÜ
ŞANLIURFA	AKÇAKALE	UĞURTAŞ KÖYÜ
ŞANLIURFA	AKÇAKALE	UĞURHAN KÖYÜ
ŞANLIURFA	AKÇAKALE	UĞRAKLI KÖYÜ
ŞANLIURFA	AKÇAKALE	TOPÇU KÖYÜ
ŞANLIURFA	AKÇAKALE	TATLICA KÖYÜ
ŞANLIURFA	AKÇAKALE	TAŞKINLAR KÖYÜ
ŞANLIURFA	AKÇAKALE	ŞEHİTNUSRETBEY B.M KÖYÜ
ŞANLIURFA	AKÇAKALE	ŞANLI KÖYÜ
ŞANLIURFA	AKÇAKALE	SINIRGÖREN KÖYÜ
ŞANLIURFA	AKÇAKALE	SEYRANTEPE KÖYÜ
ŞANLIURFA	AKÇAKALE	SEVİMLİ KÖYÜ
ŞANLIURFA	AKÇAKALE	SALİHLER KÖYÜ
ŞANLIURFA	AKÇAKALE	SAKÇA KÖYÜ
ŞANLIURFA	AKÇAKALE	ÖNCÜL KÖYÜ
ŞANLIURFA	AKÇAKALE	ORTAÖREN KÖYÜ
ŞANLIURFA	AKÇAKALE	ONORTAK KÖYÜ
ŞANLIURFA	AKÇAKALE	OHALİ KÖYÜ
ŞANLIURFA	AKÇAKALE	NİMET KÖYÜ
ŞANLIURFA	AKÇAKALE	NARLIOVA KÖYÜ
ŞANLIURFA	AKÇAKALE	MİL KÖYÜ
ŞANLIURFA	AKÇAKALE	MERMER KÖYÜ
ŞANLIURFA	AKÇAKALE	MAVİTAŞ KÖYÜ
ŞANLIURFA	AKÇAKALE	KURUDERE KÖYÜ
ŞANLIURFA	AKÇAKALE	KÖSEÖREN KÖYÜ
ŞANLIURFA	AKÇAKALE	KORUKLU KÖYÜ
ŞANLIURFA	AKÇAKALE	KIRMITLI KÖYÜ
ŞANLIURFA	AKÇAKALE	KILIÇLI KÖYÜ
ŞANLIURFA	AKÇAKALE	KEPEZLİ KÖYÜ
ŞANLIURFA	AKÇAKALE	KEÇİLİ KÖYÜ
ŞANLIURFA	AKÇAKALE	KARATEPE KÖYÜ
ŞANLIURFA	AKÇAKALE	İNCEDERE KÖYÜ
ŞANLIURFA	AKÇAKALE	İKİZCE KÖYÜ
ŞANLIURFA	AKÇAKALE	HAKTANIR KÖYÜ
ŞANLIURFA	AKÇAKALE	HACIEKBER KÖYÜ
ŞANLIURFA	AKÇAKALE	GÜVENÇ KÖYÜ
ŞANLIURFA	AKÇAKALE	GÜNEREN KÖYÜ
ŞANLIURFA	AKÇAKALE	GÜNDAŞ KÖYÜ
ŞANLIURFA	AKÇAKALE	GÜLVEREN KÖYÜ
ŞANLIURFA	AKÇAKALE	GÖLBAŞI KÖYÜ
ŞANLIURFA	AKÇAKALE	GEÇİTTEPE KÖYÜ
ŞANLIURFA	AKÇAKALE	ERECEK KÖYÜ
ŞANLIURFA	AKÇAKALE	ERDEMLER KÖYÜ
ŞANLIURFA	AKÇAKALE	EKİNYAZI KÖYÜ
ŞANLIURFA	AKÇAKALE	EKE KÖYÜ
ŞANLIURFA	AKÇAKALE	EDEBEY KÖYÜ
ŞANLIURFA	AKÇAKALE	DÜZCE KÖYÜ
ŞANLIURFA	AKÇAKALE	DORUMALİ KÖYÜ
ŞANLIURFA	AKÇAKALE	DONANDI KÖYÜ
ŞANLIURFA	AKÇAKALE	DİBEK KÖYÜ
ŞANLIURFA	AKÇAKALE	DENİZ KÖYÜ
ŞANLIURFA	AKÇAKALE	ÇAKIRLAR KÖYÜ
ŞANLIURFA	AKÇAKALE	CEVHER KÖYÜ
ŞANLIURFA	AKÇAKALE	BÜYÜKTOKAÇ KÖYÜ
ŞANLIURFA	AKÇAKALE	BÜYÜKTAŞ KÖYÜ
ŞANLIURFA	AKÇAKALE	BÜYÜKNANELİ KÖYÜ
ŞANLIURFA	AKÇAKALE	BÜYÜCEK KÖYÜ
ŞANLIURFA	AKÇAKALE	BULUTLU KÖYÜ
ŞANLIURFA	AKÇAKALE	BUKET KÖYÜ
ŞANLIURFA	AKÇAKALE	BOYBEYİ KÖYÜ
ŞANLIURFA	AKÇAKALE	BOLATLAR KÖYÜ
ŞANLIURFA	AKÇAKALE	BİLECE KÖYÜ
ŞANLIURFA	AKÇAKALE	BAYKUŞ KÖYÜ
ŞANLIURFA	AKÇAKALE	AYYILDIZ KÖYÜ
ŞANLIURFA	AKÇAKALE	AYRANLI KÖYÜ
ŞANLIURFA	AKÇAKALE	AYDINLI KÖYÜ
ŞANLIURFA	AKÇAKALE	AŞAĞIDEREN KÖYÜ
ŞANLIURFA	AKÇAKALE	AŞAĞIÇİNPOLAT KÖYÜ
ŞANLIURFA	AKÇAKALE	AŞAĞIBEYDAŞ KÖYÜ
ŞANLIURFA	AKÇAKALE	ARICAN KÖYÜ
ŞANLIURFA	AKÇAKALE	ALINCIK KÖYÜ
ŞANLIURFA	AKÇAKALE	ALATLAR KÖYÜ
ŞANLIURFA	AKÇAKALE	AKSAHRINÇ KÖYÜ
ŞANLIURFA	AKÇAKALE	AKKEÇİ KÖYÜ
ŞANLIURFA	AKÇAKALE	AKDİKEN KÖYÜ
ŞANLIURFA	AKÇAKALE	AKÇALI KÖYÜ
ŞANLIURFA	AKÇAKALE	AKBİLEK KÖYÜ
ŞANLIURFA	AKÇAKALE	ACIKUYU KÖYÜ
OSMANİYE	TOPRAKKALE	SAZLIK KÖYÜ
OSMANİYE	TOPRAKKALE	SAYHÜYÜK KÖYÜ
OSMANİYE	TOPRAKKALE	LALEGÖLÜ KÖYÜ
OSMANİYE	TOPRAKKALE	BÜYÜKTÜYSÜZ KÖYÜ
OSMANİYE	TOPRAKKALE	ARSLANPINARI KÖYÜ
OSMANİYE	SUMBAS	YEŞİLYAYLA KÖYÜ
OSMANİYE	SUMBAS	YAZIBOYU KÖYÜ
OSMANİYE	SUMBAS	REŞADİYE KÖYÜ
OSMANİYE	SUMBAS	KÜÇÜKÇINAR KÖYÜ
OSMANİYE	SUMBAS	KÖSELİ KÖYÜ
OSMANİYE	SUMBAS	KIZILÖMERLİ KÖYÜ
OSMANİYE	SUMBAS	HÜYÜK KÖYÜ
OSMANİYE	SUMBAS	GAFARLI KÖYÜ
OSMANİYE	SUMBAS	ESENLİ KÖYÜ
OSMANİYE	SUMBAS	ÇİÇEKLİDERE KÖYÜ
OSMANİYE	SUMBAS	ARMAĞANLI KÖYÜ
OSMANİYE	SUMBAS	AKDAM KÖYÜ
OSMANİYE	SUMBAS	AKÇATAŞ KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	YARPUZ KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	TEHÇİ KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	ŞEKERDERE KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	SERİNOVA KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	SERDAR KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	SELİMİYE KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	SARPINAĞZI KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	SAKIZGEDİĞİ KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	SAKARCALIK KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	ORUÇGAZİ KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	ORHANİYE KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	NOHUTTEPE KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	KÜLLÜ KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	KUMARLI KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	KÖYYERİ KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	KOÇYURDU KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	KIRMACILI KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	KIRIKLI KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	KESMEBURUN KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	KAZMACA KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	KAYALI KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	KARATAŞ KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	KARACALAR KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	ISSIZCA KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	HEMİTE KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	DERVİŞLİ KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	DEREOBASI KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	DERELİ KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	DEĞİRMEN OCAĞI KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	ÇONA KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	ÇARDAK KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	ÇAĞŞAK KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	BAHÇE KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	ARSLANLI KÖYÜ
OSMANİYE	OSMANİYE MERKEZ	AKYAR KÖYÜ
OSMANİYE	KADİRLİ	YUSUFİZZETTİN KÖYÜ
OSMANİYE	KADİRLİ	YUKARIÇİYANLI KÖYÜ
OSMANİYE	KADİRLİ	YUKARIBOZKUYU KÖYÜ
OSMANİYE	KADİRLİ	YOĞUNOLUK KÖYÜ
